dropped,survivor,name,orig_sector,propagated_sector,issuer_group,non_canonical_tag,dropped_price,dropped_shares,dropped_marketCap,decided_by,dropped_vol_t,survivor_vol_t,dropped_isin_t,survivor_isin_t,dropped_volAvg,dropped_volAvg_asof,survivor_volAvg,survivor_volAvg_asof
0VCO.L,PEY.TO,Peyto Exploration & Development Corp.,Energy,Energy,0VCO.L|PEY.TO,lse-iob,27.18,204779537.0,5565907815.66,canonicity,1,0,0,0,1305.0,2026-08-11,670871.0,2026-08-11
0RJ6.L,LOUP.PA,L.d.c. S.a.,Consumer Defensive,Consumer Defensive,0RJ6.L|LOUP.PA,lse-iob,100.6,35271000.0,3548262600.0,canonicity,1,0,0,0,59.0,2026-08-11,5351.0,2026-08-11
0VL5.L,TXG.TO,Torex Gold Resources Inc.,Basic Materials,Basic Materials,0VL5.L|TXG.TO,lse-iob,39.7408,93363973.0,3710358978.1984,canonicity,1,0,0,0,472.0,2026-08-11,568096.0,2026-08-11
FNV.TO,FNV,Franco-Nevada Corporation,Basic Materials,Basic Materials,0QYZ.L|FNV|FNV.TO,,247.05,192800000.0,47631240000.0,punctuation,0,0,0,0,391758.0,2026-08-11,853829.0,2026-08-11
0QYZ.L,FNV,Franco-Nevada Corporation,Basic Materials,Basic Materials,0QYZ.L|FNV|FNV.TO,lse-iob,247.05,192800000.0,47631240000.0,canonicity,1,0,0,0,894.0,2026-08-11,853829.0,2026-08-11
0EAQ.L,TNK,Teekay Tankers Ltd.,Industrials,Industrials,0EAQ.L|TNK,lse-iob,64.87,34797239.0,2257296893.93,canonicity,1,0,0,0,1334.0,2026-08-11,367551.0,2026-08-11
SHEL,SHEL.L,Shell plc,Energy,Energy,SHEL|SHEL.L|SHELL.AS,,77.7714,2794650000.0,217343921260.2,shares,0,0,-1,-2,6784041.0,2026-08-11,9434345.0,2026-08-11
SHELL.AS,SHEL.L,Shell plc,Energy,Energy,SHEL|SHEL.L|SHELL.AS,,38.8857,5589300000.0,217343921260.2,symbol_length,0,0,-2,-2,4182813.0,2026-08-11,9434345.0,2026-08-11
0KAN.L,OII,"Oceaneering International, Inc.",Energy,Energy,0KAN.L|OII,lse-iob,40.0429,100720000.0,4033117680.0,canonicity,1,0,0,0,346.0,2026-08-11,1085456.0,2026-08-11
HBM.TO,HBM,Hudbay Minerals Inc.,Basic Materials,Basic Materials,0AHJ.L|HBM|HBM.TO,,23.61,400356079.0,9452407025.19,punctuation,0,0,0,0,2379945.0,2026-08-11,5522398.0,2026-08-11
0AHJ.L,HBM,Hudbay Minerals Inc.,Basic Materials,Basic Materials,0AHJ.L|HBM|HBM.TO,lse-iob,23.61,400356079.0,9452407025.19,canonicity,1,0,0,0,3241.0,2026-08-11,5522398.0,2026-08-11
0R4M.L,LUG.TO,Lundin Gold Inc.,Basic Materials,Basic Materials,0R4M.L|LUG.TO,lse-iob,53.863,241821813.0,13025257986.4915,canonicity,1,0,0,0,15569.0,2026-08-11,677290.0,2026-08-11
0KGH.L,PAYC,"Paycom Software, Inc.",Technology,Technology,0KGH.L|PAYC,lse-iob,125.68,45800000.0,5756144000.0,canonicity,1,0,0,0,409.0,2026-08-11,994374.0,2026-08-11
ARIS.TO,ARIS,Aris Mining Corporation,Basic Materials,Basic Materials,ARIS|ARIS.TO,,14.8896,206398410.0,3073189765.536,punctuation,0,0,0,0,686446.0,2026-08-11,1474033.0,2026-08-11
TCL-B.TO,TCL-A.TO,Transcontinental Inc.,Industrials,Industrials,TCL-A.TO|TCL-B.TO,,5.31,83600000.0,443916000.0,volavg,1,0,0,0,1284.0,2026-08-11,419364.0,2026-08-11
CVE.TO,CVE,Cenovus Energy Inc.,Energy,Energy,CVE|CVE.TO,,35.19,1860129000.0,65457939510.0,punctuation,0,0,0,0,5678480.0,2026-08-11,7961195.0,2026-08-11
0R2E.L,UNP,Union Pacific Corporation,Industrials,Industrials,0R2E.L|UNP,lse-iob,272.0,593400000.0,161404800000.0,canonicity,1,0,0,0,5371.0,2026-08-11,2979206.0,2026-08-11
0KNY.L,TROW,"T. Rowe Price Group, Inc.",Financial Services,Financial Services,0KNY.L|TROW,lse-iob,113.69,214000000.0,24329660000.0,canonicity,1,0,0,0,2755.0,2026-08-11,2162816.0,2026-08-11
0GX2.L,NRO.PA,Neurones S.A.,Technology,Technology,0GX2.L|NRO.PA,lse-iob,43.05,24328000.0,1047320400.0,canonicity,0,0,0,0,1232.0,2026-08-11,9687.0,2026-08-11
0R0U.L,CDE,"Coeur Mining, Inc.",Basic Materials,Basic Materials,0R0U.L|CDE,lse-iob,16.32,1029300000.0,16798176000.0,canonicity,1,0,0,0,49798.0,2026-08-11,34190496.0,2026-08-11
IMG.TO,IAG,Iamgold Corporation,Basic Materials,Basic Materials,IAG|IMG.TO,,15.84,578000000.0,9155520000.0,punctuation,0,0,0,0,1578517.0,2026-08-11,5609361.0,2026-08-11
0NNU.L,NEDAP.AS,Nedap N.V.,Technology,Technology,0NNU.L|NEDAP.AS,lse-iob,95.5,6623005.0,632496977.5,canonicity,1,0,0,0,88.0,2026-08-11,5470.0,2026-08-11
SSRM.TO,SSRM,SSR Mining Inc.,Basic Materials,Basic Materials,0VGE.L|SSRM|SSRM.TO,,28.28,208014000.0,5882635920.0,punctuation,0,0,0,0,487528.0,2026-08-11,3188937.0,2026-08-11
0VGE.L,SSRM,SSR Mining Inc.,Basic Materials,Basic Materials,0VGE.L|SSRM|SSRM.TO,lse-iob,28.28,208014000.0,5882635920.0,canonicity,1,0,0,0,67043.0,2026-08-11,3188937.0,2026-08-11
0KV3.L,RF,Regions Financial Corporation,Financial Services,Financial Services,0KV3.L|RF,lse-iob,30.2,854000000.0,25790800000.0,canonicity,1,0,0,0,28097.0,2026-08-11,10727426.0,2026-08-11
0F6L.L,MAU.PA,Etablissements Maurel & Prom S.A.,Energy,Energy,0F6L.L|MAU.PA,lse-iob,8.8976,199665000.0,1776535749.963,canonicity,0,0,0,0,79773.0,2026-08-11,194278.0,2026-08-11
0DTF.L,BOI.PA,Boiron S.A.,Healthcare,Healthcare,0DTF.L|BOI.PA,lse-iob,30.3,17643000.0,534582900.0,canonicity,0,0,0,0,1067.0,2026-08-11,2155.0,2026-08-11
CCL-A.TO,CCL-B.TO,CCL Industries Inc.,Consumer Cyclical,Consumer Cyclical,CCL-A.TO|CCL-B.TO,,87.16,173100000.0,15087396000.0,volavg,1,0,0,0,264.0,2026-08-11,436180.0,2026-08-11
0HC2.L,ALRM,"Alarm.com Holdings, Inc.",Technology,Technology,0HC2.L|ALRM,lse-iob,46.72,49328402.0,2304622941.44,canonicity,1,0,0,0,113.0,2026-08-11,522075.0,2026-08-11
WPM.TO,WPM,Wheaton Precious Metals Corp.,Basic Materials,Basic Materials,WPM|WPM.L|WPM.TO,,112.32,454133000.0,51008218560.0,punctuation,0,0,0,0,829569.0,2026-08-11,2000254.0,2026-08-11
WPM.L,WPM,Wheaton Precious Metals Corp.,Basic Materials,Basic Materials,WPM|WPM.L|WPM.TO,,112.32,454133000.0,51008218560.0,punctuation,1,0,0,0,8744.0,2026-08-11,2000254.0,2026-08-11
0MT8.L,DRW3.DE,Drägerwerk AG & Co. KGaA,Healthcare,Healthcare,0MT8.L|DRW3.DE,lse-iob,82.5,18760000.0,1547700000.0,canonicity,1,0,0,0,114.0,2026-08-11,16482.0,2026-08-11
0VJA.L,SLF,Sun Life Financial Inc.,Financial Services,Financial Services,0VJA.L|SLF|SLF.TO,lse-iob,111.35,554000000.0,61687900000.0,canonicity,1,0,0,0,350.0,2026-08-11,675352.0,2026-08-11
SLF.TO,SLF,Sun Life Financial Inc.,Financial Services,Financial Services,0VJA.L|SLF|SLF.TO,,111.35,554000000.0,61687900000.0,punctuation,0,0,0,0,1801217.0,2026-08-11,675352.0,2026-08-11
GIB-A.TO,GIB,CGI Inc.,Technology,Technology,0A18.L|GIB|GIB-A.TO,,91.67,207765623.0,19045874660.41,punctuation,0,0,0,0,670690.0,2026-08-11,509783.0,2026-08-11
0A18.L,GIB,CGI Inc.,Technology,Technology,0A18.L|GIB|GIB-A.TO,lse-iob,91.67,207765623.0,19045874660.41,canonicity,1,0,0,0,142.0,2026-08-11,509783.0,2026-08-11
0AH3.L,GWO.TO,Great-West Lifeco Inc.,Financial Services,Financial Services,0AH3.L|GWO.TO,lse-iob,90.37,896475776.0,81014515877.12,canonicity,1,0,0,0,350.0,2026-08-11,1553865.0,2026-08-11
0LHY.L,USB,U.S. Bancorp,Financial Services,Financial Services,0LHY.L|USB,lse-iob,60.4,1554000000.0,93861600000.0,canonicity,1,0,0,0,32309.0,2026-08-11,8746512.0,2026-08-11
ELD.TO,EGO,Eldorado Gold Corporation,Basic Materials,Basic Materials,EGO|ELD.TO,,31.09,251453420.0,7817686827.8,punctuation,0,0,0,0,707703.0,2026-08-11,2678163.0,2026-08-11
0QYN.L,BTO.TO,B2Gold Corp.,Basic Materials,Basic Materials,0QYN.L|BTO.TO,lse-iob,3.7453,1331711000.0,4987630574.08,canonicity,1,0,0,0,25662.0,2026-08-11,4774706.0,2026-08-11
AGI.TO,AGI,Alamos Gold Inc.,Basic Materials,Basic Materials,0UGS.L|AGI|AGI.TO,,30.34,419694000.0,12733515960.0,punctuation,0,0,0,0,1361722.0,2026-08-11,4522147.0,2026-08-11
0UGS.L,AGI,Alamos Gold Inc.,Basic Materials,Basic Materials,0UGS.L|AGI|AGI.TO,lse-iob,30.34,419694000.0,12733515960.0,canonicity,1,0,0,0,6624.0,2026-08-11,4522147.0,2026-08-11
0HJI.L,ADP,"Automatic Data Processing, Inc.",Industrials,Technology,0HJI.L|ADP,lse-iob,224.303,398800000.0,89452028475.45,canonicity,1,0,0,0,38782.0,2026-08-11,2727300.0,2026-08-11
0HGC.L,APA,APA Corporation,Energy,Energy,0HGC.L|APA,lse-iob,32.57,353000000.0,11497210000.0,canonicity,1,0,0,0,5708.0,2026-08-11,5646346.0,2026-08-11
CNQ.TO,CNQ,Canadian Natural Resources Limited,Energy,Energy,CNQ|CNQ.TO,,56.12,2077894000.0,116611411280.0,punctuation,0,0,0,0,13562261.0,2026-08-11,8086038.0,2026-08-11
0VQD.L,CB,Chubb Limited,Financial Services,Financial Services,0VQD.L|CB,lse-iob,342.2203,391300000.0,133910820000.0,canonicity,1,0,0,0,1785.0,2026-08-11,1806995.0,2026-08-11
0D1X.L,ALGIL.PA,Groupe Guillin S.A.,Consumer Cyclical,Consumer Cyclical,0D1X.L|ALGIL.PA,lse-iob,26.7516,18485671.0,494521712.75,canonicity,1,0,0,0,97.0,2026-08-11,3548.0,2026-08-11
009155.KS,009150.KS,"Samsung Electro-Mechanics Co., Ltd.",Technology,Technology,009150.KS|009155.KS,korea-preferred,2184000.0,80698000.0,176244432000000.0,canonicity,1,0,0,0,94888.0,2026-08-11,1208142.0,2026-08-11
SAN.PA,SNY,Sanofi,Healthcare,Healthcare,SAN.PA|SNY,,75.08,1196600000.0,89840728000.0,shares,0,0,0,0,2434155.0,2026-08-11,3435880.0,2026-08-11
0UWL.L,FRU.TO,Freehold Royalties Ltd.,Financial Services,Energy,0UWL.L|FRU.TO,lse-iob,16.13,163960334.0,2644680187.42,canonicity,1,0,0,0,127.0,2026-08-11,647882.0,2026-08-11
0RUJ.L,ALDLT.PA,Delta Plus Group,Industrials,Consumer Cyclical,0RUJ.L|ALDLT.PA,lse-iob,49.3,7493000.0,369404900.0,canonicity,0,0,0,0,248.0,2026-08-11,1666.0,2026-08-11
TECK-A.TO,TECK-B.TO,Teck Resources Limited,Basic Materials,Basic Materials,TECK-A.TO|TECK-B.TO,,84.4029,490100000.0,41365849233.54,volavg,1,0,0,0,9002.0,2026-08-11,1080840.0,2026-08-11
OTEX.TO,OTEX,Open Text Corporation,Technology,Technology,OTEX|OTEX.TO,,22.742,242544000.0,5515925900.0,shares,0,0,0,0,2150331.0,2026-08-11,2391017.0,2026-08-11
0OQQ.L,INF.PA,Infotel S.A.,Technology,Technology,0OQQ.L|INF.PA,lse-iob,42.3,7973000.0,337257900.0,canonicity,1,0,0,0,35.0,2026-08-11,4013.0,2026-08-11
0HYP.L,CFG,"Citizens Financial Group, Inc.",Financial Services,Financial Services,0HYP.L|CFG,lse-iob,70.07,422871137.0,29630580569.59,canonicity,1,0,0,0,1677.0,2026-08-11,4449003.0,2026-08-11
0QZ2.L,SVM.TO,Silvercorp Metals Inc.,Basic Materials,Basic Materials,0QZ2.L|SVM.TO,lse-iob,10.74,220862813.0,2372066611.62,canonicity,1,0,0,0,8722.0,2026-08-11,873525.0,2026-08-11
0O1O.L,VETO.PA,Vetoquinol S.A.,Healthcare,Healthcare,0O1O.L|VETO.PA,lse-iob,83.5,11974000.0,999829000.0,canonicity,1,0,0,0,141.0,2026-08-11,8875.0,2026-08-11
0R20.L,SCZM,Santacruz Silver Mining Ltd.,Basic Materials,Basic Materials,0R20.L|SCZM,lse-iob,8.6917,92176513.0,801174543.1969,canonicity,1,0,0,0,31962.0,2026-08-11,515730.0,2026-08-11
0KEF.L,PNC,"The PNC Financial Services Group, Inc.",Financial Services,Financial Services,0KEF.L|PNC,lse-iob,247.4419,403000000.0,99719100000.0,canonicity,1,0,0,0,12108.0,2026-08-11,2042274.0,2026-08-11
DSG.TO,DSGX,The Descartes Systems Group Inc.,Technology,Technology,DSG.TO|DSGX,,72.106,86019000.0,6202482315.183,punctuation,0,0,0,0,315437.0,2026-08-11,533663.0,2026-08-11
0R9T.L,EQS.PA,Equasens S.A.,Technology,Technology,0R9T.L|EQS.PA,lse-iob,45000.0,15288.0,687960000.0,canonicity,1,0,0,0,1018.0,2026-08-11,10388.0,2026-08-11
0DZJ.L,CEN.PA,Groupe CRIT S.A.,Industrials,Industrials,0DZJ.L|CEN.PA,lse-iob,58.2,14130000.0,822366000.0,canonicity,1,0,0,0,2.0,2026-08-11,1473.0,2026-08-11
0IPY.L,AUB.PA,Aubay S.A.,Technology,Technology,0IPY.L|AUB.PA,lse-iob,57.1,12671000.0,723514100.0,canonicity,0,0,0,0,836.0,2026-08-11,8074.0,2026-08-11
0HDQ.L,SDG.PA,Synergie SE,Industrials,Industrials,0HDQ.L|SDG.PA,lse-iob,30.2,24361000.0,735702200.0,canonicity,1,0,0,0,21.0,2026-08-11,1398.0,2026-08-11
0LVJ.L,WU,The Western Union Company,Financial Services,Financial Services,0LVJ.L|WU,lse-iob,7.7,312800000.0,2408560000.0,canonicity,1,0,0,0,2259.0,2026-08-11,9891091.0,2026-08-11
0Q76.L,CBOT.PA,CBo Territoria S.A.,Real Estate,Real Estate,0Q76.L|CBOT.PA,lse-iob,3.64,35023000.0,127483720.0,canonicity,1,0,0,0,246.0,2026-08-11,13012.0,2026-08-11
PTAL.L,TAL.TO,PetroTal Corp.,Energy,Energy,PTAL.L|TAL.TO,,0.3175,920328000.0,292204140.0,volavg_raw,0,0,0,0,455139.0,2026-08-11,660817.0,2026-08-11
REL.L,RELX,RELX Plc,Industrials,Industrials,REL.L|RELX|REN.AS,,23.66,1786500000.0,42268590000.0,punctuation,0,0,-2,-1,5215984.0,2026-08-11,2798158.0,2026-08-11
REN.AS,RELX,RELX Plc,Industrials,Industrials,REL.L|RELX|REN.AS,,23.66,1786500000.0,42268590000.0,punctuation,0,0,-2,-1,1240586.0,2026-08-11,2798158.0,2026-08-11
VTAS.L,VTA.L,Volta Finance Limited,Financial Services,Financial Services,VTA.AS|VTA.L|VTAS.L,symbol-extension,7.643,31684451.0,242163439.6,canonicity,0,0,0,0,2775.0,2026-08-11,3437.0,2026-08-11
VTA.AS,VTA.L,Volta Finance Limited,Financial Services,Financial Services,VTA.AS|VTA.L|VTAS.L,,6.62,36580580.0,242163439.6,symbol_length,0,0,0,0,10140.0,2026-08-11,3437.0,2026-08-11
AFGB,AFG,"American Financial Group, Inc.",Financial Services,Financial Services,AFG|AFGB|AFGC|AFGD|AFGE,symbol-extension,139.94,83000000.0,11615020000.0,canonicity,1,0,0,0,8222.0,2026-08-11,473559.0,2026-08-11
AFGC,AFG,"American Financial Group, Inc.",Financial Services,Financial Services,AFG|AFGB|AFGC|AFGD|AFGE,symbol-extension,139.94,83000000.0,11615020000.0,canonicity,1,0,0,0,11933.0,2026-08-11,473559.0,2026-08-11
AFGD,AFG,"American Financial Group, Inc.",Financial Services,Financial Services,AFG|AFGB|AFGC|AFGD|AFGE,symbol-extension,139.94,83000000.0,11615020000.0,canonicity,1,0,0,0,7742.0,2026-08-11,473559.0,2026-08-11
AFGE,AFG,"American Financial Group, Inc.",Financial Services,Financial Services,AFG|AFGB|AFGC|AFGD|AFGE,symbol-extension,139.94,83000000.0,11615020000.0,canonicity,1,0,0,0,8816.0,2026-08-11,473559.0,2026-08-11
FGN,FG,"F&G Annuities & Life, Inc.",Financial Services,Financial Services,FG|FGN,symbol-extension,26.59,130000000.0,3456700000.0,canonicity,1,0,0,0,31965.0,2026-08-11,815379.0,2026-08-11
TTE.L,TTE,TotalEnergies SE,Energy,Energy,TTE|TTE.L|TTE.PA,,77.7025,2224189000.0,172825057783.1206,punctuation,0,0,0,0,2145463.0,2026-08-11,1537241.0,2026-08-11
TTE.PA,TTE,TotalEnergies SE,Energy,Energy,TTE|TTE.L|TTE.PA,,77.7025,2224189000.0,172825057783.1206,punctuation,0,0,0,0,4057593.0,2026-08-11,1537241.0,2026-08-11
CNR.TO,CNI,Canadian National Railway Company,Industrials,Industrials,CNI|CNR.TO,,169.25,606500000.0,102650125000.0,punctuation,0,0,0,0,1680303.0,2026-08-11,1580969.0,2026-08-11
CSW-B.TO,CSW-A.TO,Corby Spirit and Wine Limited,Consumer Defensive,Consumer Defensive,CSW-A.TO|CSW-B.TO,,14.42,28468856.0,410520903.52,volavg_raw,0,0,0,0,5304.0,2026-08-11,16477.0,2026-08-11
0HFB.L,APH,Amphenol Corporation,Technology,Technology,0HFB.L|APH,lse-iob,176.2197,1230400000.0,216820704000.0,canonicity,1,0,0,0,6456.0,2026-08-11,9244682.0,2026-08-11
0RP0.L,TKO.PA,Tikehau Capital,Financial Services,Financial Services,0RP0.L|TKO.PA,lse-iob,16.56,176527000.0,2923287120.0,canonicity,1,0,0,0,902.0,2026-08-11,64791.0,2026-08-11
ERO.TO,ERO,Ero Copper Corp.,Basic Materials,Basic Materials,ERO|ERO.TO,,26.6605,104282548.0,2780222785.303,punctuation,0,0,0,0,452731.0,2026-08-11,1241346.0,2026-08-11
EDV.TO,EDV.L,Endeavour Mining plc,Basic Materials,Basic Materials,EDV.L|EDV.TO,,49.1076,242000000.0,11884046944.0,symbol_length,0,0,0,0,450117.0,2026-08-11,813141.0,2026-08-11
0OPJ.L,ABCA.PA,ABC arbitrage S.A.,Financial Services,Financial Services,0OPJ.L|ABCA.PA,lse-iob,5.4,60711000.0,327839400.0,canonicity,0,0,0,0,34688.0,2026-08-11,40307.0,2026-08-11
003555.KS,003550.KS,LG Corp.,Technology,Consumer Cyclical,003550.KS|003555.KS,korea-preferred,82800.0,175344000.0,14518483200000.0,canonicity,1,0,0,0,27052.0,2026-08-11,767289.0,2026-08-11
0R2O.L,FCX,Freeport-McMoRan Inc.,Basic Materials,Basic Materials,0R2O.L|FCX,lse-iob,62.7136,1447058823.0,90750270000.0,canonicity,1,0,0,0,27047.0,2026-08-11,14348825.0,2026-08-11
KEI.TO,KGEI,Kolibri Global Energy Inc.,Energy,Energy,KEI.TO|KGEI,,5.49,35479000.0,194779710.0,punctuation,0,0,0,0,21680.0,2026-08-11,200535.0,2026-08-11
HBANL,HBAN,Huntington Bancshares Incorporated,Financial Services,Financial Services,0J72.L|HBAN|HBANL|HBANM,symbol-extension,17.73,1946000000.0,34502580000.0,canonicity,1,0,-1,-2,21216.0,2026-08-11,23712267.0,2026-08-11
HBANM,HBAN,Huntington Bancshares Incorporated,Financial Services,Financial Services,0J72.L|HBAN|HBANL|HBANM,symbol-extension,17.73,1946000000.0,34502580000.0,canonicity,1,0,-1,-2,15487.0,2026-08-11,23712267.0,2026-08-11
0J72.L,HBAN,Huntington Bancshares Incorporated,Financial Services,Financial Services,0J72.L|HBAN|HBANL|HBANM,lse-iob,17.072,2021000000.0,34502580000.0,canonicity,1,0,-2,-2,10919.0,2026-08-11,23712267.0,2026-08-11
0LNT.L,FUR.AS,Fugro N.V.,Energy,Industrials,0LNT.L|FUR.AS,lse-iob,9.45,111334361.0,1052109711.45,canonicity,0,0,0,0,114860.0,2026-08-11,392450.0,2026-08-11
0HR2.L,CME,CME Group Inc.,Financial Services,Financial Services,0HR2.L|CME,lse-iob,220.4143,360684000.0,79499904150.0,canonicity,1,0,0,0,31820.0,2026-08-11,3333193.0,2026-08-11
CRON.TO,CRON,Cronos Group Inc.,Healthcare,Healthcare,CRON|CRON.TO,,2.7597,373609102.0,1031041566.6074,shares,0,0,0,0,175290.0,2026-08-11,1207975.0,2026-08-11
QBR-A.TO,QBR-B.TO,Quebecor Inc.,Communication Services,Communication Services,QBR-A.TO|QBR-B.TO,,67.69,224800000.0,15216712000.0,volavg,1,0,0,0,619.0,2026-08-11,933087.0,2026-08-11
MX.TO,MEOH,Methanex Corporation,Basic Materials,Basic Materials,MEOH|MX.TO,,46.15,77364263.0,3570360737.45,punctuation,0,0,0,0,270098.0,2026-08-11,900598.0,2026-08-11
000815.KS,000810.KS,"Samsung Fire & Marine Insurance Co., Ltd.",Financial Services,Financial Services,000810.KS|000815.KS,korea-preferred,440500.0,49154000.0,21652337000000.0,canonicity,0,0,0,0,18731.0,2026-08-11,160150.0,2026-08-11
SII.TO,SII,Sprott Inc.,Financial Services,Financial Services,SII|SII.TO,,159.8,25768000.0,4117726400.0,punctuation,0,0,0,0,71522.0,2026-08-11,186239.0,2026-08-11
0M29.L,XYL,Xylem Inc.,Industrials,Industrials,0M29.L|XYL,lse-iob,118.198,236300000.0,27930185960.0,canonicity,1,0,0,0,2025.0,2026-08-11,1954461.0,2026-08-11
ADW-B.TO,ADW-A.TO,Andrew Peller Limited,Consumer Defensive,Consumer Defensive,ADW-A.TO|ADW-B.TO,,5.21,42862395.0,223313077.95,volavg,1,0,0,0,3022.0,2026-08-11,116866.0,2026-08-11
MG.TO,MGA,Magna International Inc.,Consumer Cyclical,Consumer Cyclical,MG.TO|MGA,,65.66,271200000.0,17806992000.0,punctuation,0,0,0,0,1254195.0,2026-08-11,1252249.0,2026-08-11
MOG-B,MOG-A,Moog Inc.,Industrials,Industrials,MOG-A|MOG-B,,425.36,31654223.0,13464440295.28,volavg,1,0,0,0,272.0,2026-08-11,313546.0,2026-08-11
0F8V.L,AKW.PA,Akwel,Consumer Cyclical,Consumer Cyclical,0F8V.L|AKW.PA,lse-iob,8.2,27601000.0,226328200.0,canonicity,0,0,0,0,483.0,2026-08-11,4384.0,2026-08-11
0OJJ.L,ALATI.PA,ACTIA Group S.A.,Consumer Cyclical,Consumer Cyclical,0OJJ.L|ALATI.PA,lse-iob,3.25,21425000.0,69631250.0,canonicity,1,0,0,0,59.0,2026-08-11,9952.0,2026-08-11
0KU1.L,RJF,"Raymond James Financial, Inc.",Financial Services,Financial Services,0KU1.L|RJF,lse-iob,152.03,194000000.0,29493820000.0,canonicity,1,0,0,0,3641.0,2026-08-11,1392900.0,2026-08-11
090355.KS,090350.KS,"NOROO PAINT & COATINGS Co., Ltd.",Basic Materials,Basic Materials,090350.KS|090355.KS,korea-preferred,8230.0,20463000.0,168410490000.0,canonicity,1,0,0,0,596.0,2026-08-11,70248.0,2026-08-11
0G1T.L,WAVE.PA,Wavestone S.A.,Technology,Technology,0G1T.L|WAVE.PA,lse-iob,45.9,24578000.0,1128130200.0,canonicity,0,0,0,0,3648.0,2026-08-11,28149.0,2026-08-11
