source_a,source_b,n_shared,name_a,name_b,shared_tokens,name_match,verdict,first_shared_date,last_shared_date
BBD-A.TO,BBD-B.TO,80,Bombardier Inc.,Bombardier Inc.,bombardier,True,name_match,2006-07-01,2026-04-01
CSW-A.TO,CSW-B.TO,80,Corby Spirit and Wine Limited,Corby Spirit and Wine Limited,corby spirit wine,True,name_match,2006-01-01,2026-01-01
QBR-A.TO,QBR-B.TO,80,Quebecor Inc.,Quebecor Inc.,quebecor,True,name_match,2006-07-01,2026-04-01
CCL-A.TO,CCL-B.TO,80,CCL Industries Inc.,CCL Industries Inc.,ccl industries,True,name_match,2006-07-01,2026-04-01
TCL-A.TO,TCL-B.TO,80,Transcontinental Inc.,Transcontinental Inc.,transcontinental,True,name_match,2006-07-01,2026-04-01
ADW-A.TO,ADW-B.TO,80,Andrew Peller Limited,Andrew Peller Limited,andrew peller,True,name_match,2006-07-01,2026-04-01
ABX.TO,B,79,Barrick Gold Corporation,Barrick Mining Corporation,barrick,True,name_match,2006-07-01,2026-01-01
0HJI.L,ADP,79,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",automatic data processing,True,name_match,2006-07-01,2026-04-01
0KFZ.L,PH,78,Parker-Hannifin Corporation,Parker-Hannifin Corporation,hannifin parker,True,name_match,2006-07-01,2026-04-01
0R07.L,PAAS,78,Pan American Silver Corp.,Pan American Silver Corp.,american pan silver,True,name_match,2006-07-01,2025-10-01
005930.KS,005935.KS,78,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2026-04-01
0R18.L,BBY,78,"Best Buy Co., Inc.","Best Buy Co., Inc.",best buy,True,name_match,2006-07-01,2025-10-01
BNS,BNS.TO,78,The Bank of Nova Scotia,The Bank of Nova Scotia,bank nova scotia,True,name_match,2006-07-01,2026-04-01
AFG,AFGC,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFG,AFGD,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFG,AFGE,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFGB,AFGC,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFGB,AFGD,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFGB,AFGE,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
TXP.L,TXP.TO,77,Touchstone Exploration Inc.,Touchstone Exploration Inc.,exploration touchstone,True,name_match,2006-07-01,2025-10-01
FSM,FVI.TO,77,Fortuna Mining Corp.,Fortuna Mining Corp.,fortuna mining,True,name_match,2006-07-01,2026-04-01
BC94.L,SMSD.L,77,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2026-01-01
ENJ,ENO,77,"Entergy New Orleans, LLC","Entergy New Orleans, LLC",entergy orleans,True,name_match,2006-07-01,2026-04-01
0UGS.L,AGI,77,Alamos Gold Inc.,Alamos Gold Inc.,alamos gold,True,name_match,2006-07-01,2025-10-01
BEP,BEP-UN.TO,77,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners L.P.,brookfield partners renewable,True,name_match,2006-07-01,2026-04-01
BEP,BEPI,77,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners L.P.,brookfield partners renewable,True,name_match,2006-07-01,2026-04-01
BEP-UN.TO,BEPI,77,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners L.P.,brookfield partners renewable,True,name_match,2006-07-01,2026-04-01
0UKI.L,BNS,77,The Bank of Nova Scotia,The Bank of Nova Scotia,bank nova scotia,True,name_match,2006-07-01,2026-04-01
0UKI.L,BNS.TO,77,The Bank of Nova Scotia,The Bank of Nova Scotia,bank nova scotia,True,name_match,2006-07-01,2026-04-01
EDR.TO,EXK,77,Endeavour Silver Corp.,Endeavour Silver Corp.,endeavour silver,True,name_match,2006-07-01,2026-01-01
BN,BN.TO,77,Brookfield Corporation,Brookfield Corporation,brookfield,True,name_match,2006-07-01,2025-07-01
GTE.L,GTE.TO,77,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,energy gran tierra,True,name_match,2006-07-01,2025-07-01
PHG,PHIA.AS,76,Koninklijke Philips N.V.,Koninklijke Philips N.V.,koninklijke philips,True,name_match,2006-07-01,2026-04-01
SU,SU.TO,76,Suncor Energy Inc.,Suncor Energy Inc.,energy suncor,True,name_match,2006-07-01,2026-04-01
FENC,FRX.TO,76,Fennec Pharmaceuticals Inc.,Fennec Pharmaceuticals Inc.,fennec pharmaceuticals,True,name_match,2006-07-01,2025-04-01
BC94.L,SMSN.L,76,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2026-01-01
SMSD.L,SMSN.L,76,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2026-01-01
001750.KS,001755.KS,76,Hanyang Securities Co. Ltd.,Hanyang Securities Co. Ltd.,hanyang securities,True,name_match,2007-04-01,2026-04-01
TC.TO,TCX,76,Tucows Inc.,Tucows Inc.,tucows,True,name_match,2006-07-01,2025-07-01
WPM,WPM.TO,76,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2026-04-01
TA.TO,TAC,76,TransAlta Corporation,TransAlta Corporation,transalta,True,name_match,2006-07-01,2026-04-01
003460.KS,003465.KS,76,"Yuhwa Securities co.,ltd.","Yuhwa Securities co.,ltd.",securities yuhwa,True,name_match,2007-04-01,2026-04-01
000540.KS,000545.KS,76,"Heungkuk Fire&Marine Insurance Co., Ltd.","Heungkuk Fire&Marine Insurance Co., Ltd.",fire heungkuk insurance marine,True,name_match,2007-04-01,2026-04-01
MT,MT.AS,75,ArcelorMittal S.A.,ArcelorMittal S.A.,arcelormittal,True,name_match,2006-07-01,2026-01-01
0KTI.L,ENB.TO,75,Enbridge Inc.,Enbridge Inc.,enbridge,True,name_match,2006-07-01,2026-04-01
RBA,RBA.TO,75,"RB Global, Inc.","RB Global, Inc.",global rb,True,name_match,2006-07-01,2026-04-01
SHEL,SHEL.L,75,Shell plc,Shell plc,shell,True,name_match,2006-07-01,2025-04-01
0JZ1.L,MAS,75,Masco Corporation,Masco Corporation,masco,True,name_match,2006-07-01,2026-04-01
0HPW.L,BR,75,"Broadridge Financial Solutions, Inc.","Broadridge Financial Solutions, Inc.",broadridge financial solutions,True,name_match,2007-01-01,2026-01-01
009150.KS,009155.KS,75,"Samsung Electro-Mechanics Co., Ltd.","Samsung Electro-Mechanics Co., Ltd.",electro mechanics samsung,True,name_match,2007-01-01,2026-04-01
SLF,SLF.TO,75,Sun Life Financial Inc.,Sun Life Financial Inc.,financial life sun,True,name_match,2006-07-01,2026-04-01
WPM.L,WPM.TO,75,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2025-07-01
003550.KS,003555.KS,74,LG Corp.,LG Corp.,lg,True,name_match,2007-01-01,2026-01-01
MUX,MUX.TO,74,McEwen Mining Inc.,McEwen Mining Inc.,mcewen mining,True,name_match,2006-07-01,2026-04-01
005300.KS,005305.KS,74,"Lotte Chilsung Beverage Co., Ltd.","Lotte Chilsung Beverage Co., Ltd.",beverage chilsung lotte,True,name_match,2007-01-01,2026-04-01
MKC,MKC-V,74,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",mccormick,True,name_match,2006-07-01,2026-04-01
WPRT,WPRT.TO,74,Westport Fuel Systems Inc.,Westport Fuel Systems Inc.,fuel systems westport,True,name_match,2006-07-01,2025-07-01
SA,SEA.TO,74,Seabridge Gold Inc.,Seabridge Gold Inc.,gold seabridge,True,name_match,2006-07-01,2025-07-01
005930.KS,BC94.L,74,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-07-01
005930.KS,SMSD.L,74,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-07-01
005935.KS,BC94.L,74,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-07-01
005935.KS,SMSD.L,74,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-07-01
SKE,SKE.TO,74,Skeena Resources Limited,Skeena Resources Limited,resources skeena,True,name_match,2006-07-01,2025-07-01
010060.KS,456040.KS,74,OCI Company Ltd.,OCI Company Ltd.,oci,True,name_match,2007-01-01,2026-04-01
002020.KS,002025.KS,74,Kolon Corporation,Kolon Corporation,kolon,True,name_match,2007-01-01,2026-04-01
001230.KS,460860.KS,74,Dongkuk Steel Mill Company Limited,Dongkuk Steel Mill Company Limited,dongkuk mill steel,True,name_match,2007-01-01,2026-04-01
000660.KS,SKHY,74,SK hynix Inc.,SK hynix Inc.,hynix sk,True,name_match,2007-01-01,2026-04-01
CIM,CIMN,74,Chimera Investment Corporation,Chimera Investment Corporation,chimera investment,True,name_match,2008-01-01,2026-04-01
CIGI,CIGI.TO,73,Colliers International Group Inc.,Colliers International Group Inc.,colliers international,True,name_match,2006-04-01,2024-10-01
AEG,AGN.AS,73,Aegon Ltd.,Aegon N.V.,aegon,True,name_match,2005-04-01,2025-04-01
CP,CP.TO,73,Canadian Pacific Kansas City Ltd.,Canadian Pacific Kansas City Ltd.,canadian city kansas pacific,True,name_match,2006-07-01,2025-10-01
EDV.L,EDV.TO,73,Endeavour Mining plc,Endeavour Mining plc,endeavour mining,True,name_match,2006-07-01,2026-04-01
MG.TO,MGA,73,Magna International Inc.,Magna International Inc.,international magna,True,name_match,2006-07-01,2025-04-01
005930.KS,SMSN.L,73,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-04-01
005935.KS,SMSN.L,73,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-04-01
CCJ,CCO.TO,73,Cameco Corporation,Cameco Corporation,cameco,True,name_match,2006-07-01,2025-07-01
CLS,CLS.TO,73,Celestica Inc.,Celestica Inc.,celestica,True,name_match,2006-07-01,2026-01-01
URB-A.TO,URB.TO,73,Urbana Corporation,Urbana Corporation,urbana,True,name_match,2003-04-01,2026-04-01
WPM,WPM.L,73,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2025-07-01
000810.KS,000815.KS,72,"Samsung Fire & Marine Insurance Co., Ltd.","Samsung Fire & Marine Insurance Co., Ltd.",fire insurance marine samsung,True,name_match,2007-04-01,2026-04-01
SSRM,SSRM.TO,72,SSR Mining Inc.,SSR Mining Inc.,mining ssr,True,name_match,2006-07-01,2026-01-01
CNI,CNR.TO,72,Canadian National Railway Company,Canadian National Railway Company,canadian national railway,True,name_match,2006-07-01,2025-04-01
EMA,EMA.TO,72,Emera Incorporated,Emera Incorporated,emera,True,name_match,2006-07-01,2025-07-01
071050.KS,071055.KS,72,"Korea Investment Holdings Co., Ltd.","Korea Investment Holdings Co., Ltd.",investment korea,True,name_match,2007-04-01,2026-04-01
090350.KS,090355.KS,71,"NOROO PAINT & COATINGS Co., Ltd.","NOROO PAINT & COATINGS Co., Ltd.",coatings noroo paint,True,name_match,2007-01-01,2026-04-01
001680.KS,001685.KS,71,Daesang Corporation,Daesang Corporation,daesang,True,name_match,2007-01-01,2026-04-01
019170.KS,019175.KS,71,"Shinpoong Pharmaceutical Co., Ltd.","Shinpoong Pharmaceutical Co.,Ltd",pharmaceutical shinpoong,True,name_match,2007-01-01,2026-04-01
001790.KS,001795.KS,71,TS Corporation,TS Corporation,ts,True,name_match,2007-01-01,2026-04-01
004360.KS,004365.KS,71,"Sebang Co., Ltd","Sebang Co., Ltd",sebang,True,name_match,2007-01-01,2026-04-01
OVV,OVV.TO,71,Ovintiv Inc.,Ovintiv Inc,ovintiv,True,name_match,2006-10-01,2026-04-01
K.TO,KGC,71,Kinross Gold Corporation,Kinross Gold Corporation,gold kinross,True,name_match,2006-07-01,2025-07-01
014910.KS,014915.KS,71,"Sungmoon Electronics Co., Ltd.","Sungmoon Electronics Co., Ltd.",electronics sungmoon,True,name_match,2007-01-01,2026-04-01
003070.KS,003075.KS,71,Kolon Global Corporation,Kolon Global Corporation,global kolon,True,name_match,2007-01-01,2026-04-01
004540.KS,004545.KS,71,"KleanNara Co., Ltd.","KleanNara Co., Ltd.",kleannara,True,name_match,2007-01-01,2026-04-01
WCN,WCN.TO,70,"Waste Connections, Inc.","Waste Connections, Inc.",connections waste,True,name_match,2006-07-01,2025-04-01
084690.KS,084695.KS,70,"Daesang Holdings Co., Ltd.","Daesang Holdings Co., Ltd.",daesang,True,name_match,2007-01-01,2026-01-01
TKO.L,TKO.TO,69,Trekor Metals Limited,Trekor Metals Limited,metals trekor,True,name_match,2006-07-01,2026-04-01
ATS,ATS.TO,69,ATS Corporation,ATS Corporation,ats,True,name_match,2006-07-01,2026-04-01
IAG,IMG.TO,69,Iamgold Corporation,Iamgold Corporation,iamgold,True,name_match,2006-07-01,2026-01-01
TD,TD.TO,69,The Toronto-Dominion Bank,The Toronto-Dominion Bank,bank dominion toronto,True,name_match,2008-07-01,2025-10-01
006800.KS,006805.KS,69,Mirae Asset Securities Co. Ltd.,Mirae Asset Securities Co. Ltd.,asset mirae securities,True,name_match,2007-04-01,2026-01-01
006800.KS,00680K.KS,69,Mirae Asset Securities Co. Ltd.,"Mirae Asset Securities Co., Ltd.",asset mirae securities,True,name_match,2007-04-01,2026-01-01
006805.KS,00680K.KS,69,Mirae Asset Securities Co. Ltd.,"Mirae Asset Securities Co., Ltd.",asset mirae securities,True,name_match,2007-04-01,2026-01-01
SHEL.L,SHELL.AS,68,Shell plc,Shell plc,shell,True,name_match,2006-07-01,2025-07-01
SHEL,SHELL.AS,68,Shell plc,Shell plc,shell,True,name_match,2006-07-01,2025-04-01
TTE,TTE.L,68,TotalEnergies SE,TotalEnergies SE,totalenergies,True,name_match,2006-07-01,2025-07-01
TTE,TTE.PA,68,TotalEnergies SE,TotalEnergies SE,totalenergies,True,name_match,2006-07-01,2025-07-01
NOA,NOA.TO,68,North American Construction Group Ltd.,North American Construction Group Ltd.,american construction north,True,name_match,2006-07-01,2025-07-01
ULVR.L,UNA.AS,67,Unilever PLC,Unilever PLC,unilever,True,name_match,1986-10-01,2026-04-01
0QYZ.L,FNV.TO,67,Franco-Nevada Corporation,Franco-Nevada Corporation,franco nevada,True,name_match,2008-01-01,2026-04-01
PAAS,PAAS.TO,67,Pan American Silver Corp.,Pan American Silver Corp.,american pan silver,True,name_match,2006-07-01,2026-01-01
0R07.L,PAAS.TO,67,Pan American Silver Corp.,Pan American Silver Corp.,american pan silver,True,name_match,2006-07-01,2026-04-01
0UGS.L,AGI.TO,67,Alamos Gold Inc.,Alamos Gold Inc.,alamos gold,True,name_match,2006-10-01,2026-04-01
CG.TO,CGAU,67,Centerra Gold Inc.,Centerra Gold Inc.,centerra gold,True,name_match,2006-07-01,2026-04-01
CNQ,CNQ.TO,66,Canadian Natural Resources Limited,Canadian Natural Resources Limited,canadian natural resources,True,name_match,2006-07-01,2026-04-01
ELVA,ELVA.TO,66,Electrovaya Inc.,Electrovaya Inc.,electrovaya,True,name_match,2006-07-01,2025-07-01
IP,IPC.L,66,International Paper Company,International Paper Company,international paper,True,name_match,2006-10-01,2026-04-01
LAC,LAC.TO,65,Lithium Americas Corp.,Lithium Americas Corp.,americas lithium,True,name_match,2007-10-01,2025-07-01
REL.L,RELX,65,RELX Plc,RELX Plc,relx,True,name_match,1987-01-01,2025-04-01
UL,UNA.AS,65,Unilever PLC,Unilever PLC,unilever,True,name_match,1987-10-01,2025-04-01
HRZN,HTFC,65,Horizon Technology Finance Corporation,Horizon Technology Finance Corp,finance horizon technology,True,name_match,2009-10-01,2026-04-01
AGI,AGI.TO,65,Alamos Gold Inc.,Alamos Gold Inc.,alamos gold,True,name_match,2006-10-01,2025-10-01
PD.TO,PDS,65,Precision Drilling Corporation,Precision Drilling Corporation,drilling precision,True,name_match,2006-07-01,2026-04-01
UL,ULVR.L,64,Unilever PLC,Unilever PLC,unilever,True,name_match,1987-10-01,2024-10-01
TRP,TRP.TO,63,TC Energy Corporation,TC Energy Corporation,energy tc,True,name_match,2006-07-01,2025-07-01
FTS,FTS.TO,63,Fortis Inc.,Fortis Inc.,fortis,True,name_match,2006-07-01,2026-04-01
BLDP,BLDP.TO,62,Ballard Power Systems Inc.,Ballard Power Systems Inc.,ballard power systems,True,name_match,2006-07-01,2025-07-01
AEM,AEM.TO,62,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,agnico eagle mines,True,name_match,2006-07-01,2026-01-01
T.TO,TU,61,TELUS Corporation,Telus Corp,telus,True,name_match,2006-07-01,2025-07-01
NTR,NTR.TO,61,Nutrien Ltd.,Nutrien Ltd.,nutrien,True,name_match,2006-07-01,2025-04-01
EGO,ELD.TO,60,Eldorado Gold Corporation,Eldorado Gold Corporation,eldorado gold,True,name_match,2006-07-01,2026-01-01
FNV,FNV.TO,60,Franco-Nevada Corporation,Franco-Nevada Corporation,franco nevada,True,name_match,2008-01-01,2025-07-01
BHC,BHC.TO,60,Bausch Health Companies Inc.,Bausch Health Companies Inc.,bausch health,True,name_match,2006-10-01,2025-04-01
SBI.TO,SRB.L,60,Serabi Gold plc,Serabi Gold plc,gold serabi,True,name_match,2005-10-01,2026-01-01
PBA,PPL.TO,59,Pembina Pipeline Corporation,Pembina Pipeline Corporation,pembina pipeline,True,name_match,2006-07-01,2025-07-01
VET,VET.TO,59,Vermilion Energy Inc.,Vermilion Energy Inc.,energy vermilion,True,name_match,2006-07-01,2025-07-01
LGO,LGO.TO,59,Largo Inc.,Largo Inc.,largo,True,name_match,2006-07-01,2025-10-01
PPTA,PPTA.TO,58,Perpetua Resources Corp.,Perpetua Resources Corp.,perpetua resources,True,name_match,2010-10-01,2025-07-01
TRI,TRI.TO,58,Thomson Reuters Corporation,Thomson Reuters Corporation,reuters thomson,True,name_match,2006-10-01,2025-07-01
PTAL.L,TAL.TO,58,PetroTal Corp.,PetroTal Corp.,petrotal,True,name_match,2006-07-01,2025-07-01
145990.KS,145995.KS,58,Samyang Corporation,Samyang Corporation,samyang,True,name_match,2012-01-01,2026-04-01
RCI,RCI-A.TO,57,Rogers Communications Inc.,Rogers Communications Inc.,communications rogers,True,name_match,2006-10-01,2025-07-01
RCI,RCI-B.TO,57,Rogers Communications Inc.,Rogers Communications Inc.,communications rogers,True,name_match,2006-10-01,2025-07-01
BCE,BCE.TO,56,BCE Inc.,BCE Inc.,bce,True,name_match,2006-10-01,2025-07-01
SII,SII.TO,56,Sprott Inc.,Sprott Inc.,sprott,True,name_match,2007-10-01,2026-04-01
OGI,OGI.TO,56,Organigram Global Inc.,Organigram Global Inc.,global organigram,True,name_match,2011-10-01,2026-04-01
0QYZ.L,FNV,55,Franco-Nevada Corporation,Franco-Nevada Corporation,franco nevada,True,name_match,2008-01-01,2023-07-01
QSP-UN.TO,QSR,55,Restaurant Brands International Limited Partnership,Restaurant Brands International Inc.,brands international restaurant,True,name_match,2012-10-01,2026-04-01
TFG.AS,TFGS.L,55,Tetragon Financial Group Limited,Tetragon Financial Group Limited,financial tetragon,True,name_match,2009-10-01,2026-01-01
CGC,WEED.TO,54,Canopy Growth Corporation,Canopy Growth Corporation,canopy growth,True,name_match,2010-04-01,2026-04-01
0JZS.L,MKC,54,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",mccormick,True,name_match,2012-10-01,2026-04-01
0R35.L,CCO.TO,54,Cameco Corporation,Cameco Corporation,cameco,True,name_match,2013-01-01,2026-04-01
0VOA.L,WDO.TO,54,Wesdome Gold Mines Ltd.,Wesdome Gold Mines Ltd.,gold mines wesdome,True,name_match,2012-10-01,2026-04-01
0KAN.L,OII,54,"Oceaneering International, Inc.","Oceaneering International, Inc.",international oceaneering,True,name_match,2012-10-01,2026-04-01
VBNK,VBNK.TO,53,VersaBank,VersaBank,versabank,True,name_match,2011-10-01,2025-10-01
0I0X.L,CDXS,53,"Codexis, Inc.","Codexis, Inc.",codexis,True,name_match,2012-10-01,2026-04-01
0HUR.L,CE,53,Celanese Corporation,Celanese Corporation,celanese,True,name_match,2013-01-01,2026-04-01
0IV3.L,GERN,53,Geron Corporation,Geron Corporation,geron,True,name_match,2013-01-01,2026-04-01
0QZ2.L,SVM.TO,53,Silvercorp Metals Inc.,Silvercorp Metals Inc.,metals silvercorp,True,name_match,2013-01-01,2026-04-01
0KBK.L,OMC,53,Omnicom Group Inc,Omnicom Group Inc.,omnicom,True,name_match,2012-10-01,2026-04-01
0QCV.L,ABBV,53,AbbVie Inc.,AbbVie Inc.,abbvie,True,name_match,2013-01-01,2026-01-01
LBRDA,LBRDK,52,Liberty Broadband Corporation,Liberty Broadband Corporation,broadband liberty,True,name_match,2013-01-01,2026-04-01
LBRDA,LBRDP,52,Liberty Broadband Corporation,Liberty Broadband Corporation,broadband liberty,True,name_match,2013-01-01,2026-04-01
LBRDK,LBRDP,52,Liberty Broadband Corporation,Liberty Broadband Corporation,broadband liberty,True,name_match,2013-01-01,2026-04-01
NXE,NXE.TO,52,NexGen Energy Ltd.,NexGen Energy Ltd.,energy nexgen,True,name_match,2012-04-01,2026-04-01
0L98.L,STAG,52,"STAG Industrial, Inc.","STAG Industrial, Inc.",industrial stag,True,name_match,2013-01-01,2026-04-01
CAE,CAE.TO,52,CAE Inc.,CAE Inc.,cae,True,name_match,2006-07-01,2026-04-01
MEOH,MX.TO,52,Methanex Corporation,Methanex Corporation,methanex,True,name_match,2006-07-01,2025-01-01
0J4V.L,HRTX,52,"Heron Therapeutics, Inc.","Heron Therapeutics, Inc.",heron therapeutics,True,name_match,2013-01-01,2026-04-01
SAN.PA,SNY,52,Sanofi,Sanofi,sanofi,True,name_match,2007-04-01,2026-04-01
0IFJ.L,EIX,52,Edison International,Edison International,edison international,True,name_match,2013-01-01,2026-04-01
0KNY.L,TROW,52,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",price rowe,True,name_match,2012-10-01,2026-04-01
VALN,VLA.PA,51,Valneva SE,Valneva SE,valneva,True,name_match,2012-10-01,2025-10-01
0LK3.L,MTN,51,"Vail Resorts, Inc.","Vail Resorts, Inc.",resorts vail,True,name_match,2012-10-01,2026-04-01
0JZS.L,MKC-V,51,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",mccormick,True,name_match,2012-10-01,2026-04-01
0HXW.L,CMG,51,"Chipotle Mexican Grill, Inc.","Chipotle Mexican Grill, Inc.",chipotle grill mexican,True,name_match,2012-10-01,2026-04-01
0R2E.L,UNP,51,Union Pacific Corporation,Union Pacific Corporation,pacific union,True,name_match,2012-10-01,2026-04-01
0MT8.L,DRW3.DE,51,Drägerwerk AG & Co. KGaA,Drägerwerk AG & Co. KGaA,dragerwerk,True,name_match,2013-01-01,2026-04-01
0IW5.L,HO.PA,50,Thales S.A.,Thales S.A.,thales,True,name_match,2001-10-01,2026-04-01
0S9E.L,EXE.TO,50,Extendicare Inc.,Extendicare Inc.,extendicare,True,name_match,2012-10-01,2026-04-01
0KEJ.L,PPL,50,PPL Corporation,PPL Corporation,ppl,True,name_match,2012-10-01,2026-04-01
0KEJ.L,PPLC,50,PPL Corporation,PPL Corporation,ppl,True,name_match,2012-10-01,2026-04-01
0VGE.L,SSRM,50,SSR Mining Inc.,SSR Mining Inc.,mining ssr,True,name_match,2013-01-01,2025-07-01
0R4M.L,LUG.TO,50,Lundin Gold Inc.,Lundin Gold Inc.,gold lundin,True,name_match,2013-01-01,2025-04-01
