dropped,survivor,name,orig_sector,propagated_sector,issuer_group,non_canonical_tag,dropped_price,dropped_shares,dropped_marketCap,decided_by,dropped_vol_t,survivor_vol_t,dropped_isin_t,survivor_isin_t,dropped_volAvg,dropped_volAvg_asof,survivor_volAvg,survivor_volAvg_asof
0EAQ.L,TNK,Teekay Tankers Ltd.,Industrials,Industrials,0EAQ.L|TNK,lse-iob,64.87,34797239.0,2257296893.93,canonicity,1,0,0,0,1334.0,2026-08-21,368630.0,2026-08-21
SHEL,SHEL.L,Shell plc,Energy,Energy,SHEL|SHEL.L|SHELL.AS,,77.7714,2794650000.0,217343921260.2,shares,0,0,-1,-2,6502139.0,2026-08-21,9510386.0,2026-08-21
SHELL.AS,SHEL.L,Shell plc,Energy,Energy,SHEL|SHEL.L|SHELL.AS,,38.8857,5589300000.0,217343921260.2,symbol_length,0,0,-2,-2,4221744.0,2026-08-21,9510386.0,2026-08-21
PSON.L,PSO,Pearson plc,Communication Services,Communication Services,PES.DE|PSO|PSON.L,,11.96,616300000.0,7370948000.0,punctuation,0,0,-2,-1,1997050.0,2026-08-21,817653.0,2026-08-21
PES.DE,PSO,Pearson plc,Communication Services,Communication Services,PES.DE|PSO|PSON.L,,11.96,616300000.0,7370948000.0,punctuation,1,0,-2,-1,351.0,2026-08-21,817653.0,2026-08-21
0KAN.L,OII,"Oceaneering International, Inc.",Energy,Energy,0KAN.L|OII,lse-iob,40.0429,100720000.0,4033117680.0,canonicity,1,0,0,0,346.0,2026-08-21,1099533.0,2026-08-21
HBM.TO,HBM,Hudbay Minerals Inc.,Basic Materials,Basic Materials,0AHJ.L|HBM|HBM.TO,,23.61,400356079.0,9452407025.19,punctuation,0,0,0,0,2415847.0,2026-08-21,5394491.0,2026-08-21
0AHJ.L,HBM,Hudbay Minerals Inc.,Basic Materials,Basic Materials,0AHJ.L|HBM|HBM.TO,lse-iob,23.61,400356079.0,9452407025.19,canonicity,1,0,0,0,3241.0,2026-08-21,5394491.0,2026-08-21
RIO.L,RIO,Rio Tinto Group,Basic Materials,Basic Materials,RIO|RIO.L|RIO1.DE,,94.4235,1625800000.0,153513687280.8,punctuation,0,0,-2,-1,3130091.0,2026-08-21,2713056.0,2026-08-21
RIO1.DE,RIO,Rio Tinto Group,Basic Materials,Basic Materials,RIO|RIO.L|RIO1.DE,,94.4235,1625800000.0,153513687280.8,punctuation,1,0,-2,-1,43081.0,2026-08-21,2713056.0,2026-08-21
HCL.DE,HL,Hecla Mining Company,Basic Materials,Basic Materials,0R0A.L|HCL.DE|HL,,15.43,670763000.0,10349873090.0,punctuation,1,0,0,0,20088.0,2026-08-21,34485645.0,2026-08-21
0R0A.L,HL,Hecla Mining Company,Basic Materials,Basic Materials,0R0A.L|HCL.DE|HL,lse-iob,15.43,670763000.0,10349873090.0,canonicity,1,0,0,0,37190.0,2026-08-21,34485645.0,2026-08-21
0KGH.L,PAYC,"Paycom Software, Inc.",Technology,Technology,0KGH.L|PAYC,lse-iob,125.68,45800000.0,5756144000.0,canonicity,1,0,0,0,409.0,2026-08-21,948283.0,2026-08-21
QIA.DE,QGEN,Qiagen N.V.,Healthcare,Healthcare,QGEN|QIA.DE,,39.1,206346000.0,8068128600.0,punctuation,0,0,0,0,684958.0,2026-08-21,2807082.0,2026-08-21
ARIS.TO,ARIS,Aris Mining Corporation,Basic Materials,Basic Materials,ARIS|ARIS.TO,,14.8896,206398410.0,3073189765.536,punctuation,0,0,0,0,714379.0,2026-08-21,1510937.0,2026-08-21
TCL-B.TO,TCL-A.TO,Transcontinental Inc.,Consumer Cyclical,Consumer Cyclical,TCL-A.TO|TCL-B.TO,,5.31,83600000.0,443916000.0,volavg,1,0,0,0,1177.0,2026-08-21,402874.0,2026-08-21
0W89.L,FTK.DE,flatexDEGIRO AG,Financial Services,Financial Services,0W89.L|FTK.DE,lse-iob,37.5,110132000.0,4129950000.0,canonicity,0,0,0,0,136007.0,2026-08-21,280757.0,2026-08-21
CVE.TO,CVE,Cenovus Energy Inc.,Energy,Energy,CVE|CVE.TO,,35.19,1860129000.0,65457939510.0,punctuation,0,0,0,0,5547987.0,2026-08-21,7702987.0,2026-08-21
UNP.DE,UNP,Union Pacific Corporation,Industrials,Industrials,0R2E.L|UNP|UNP.DE,,272.0,593400000.0,161404800000.0,punctuation,1,0,0,0,128.0,2026-08-21,2939048.0,2026-08-21
0R2E.L,UNP,Union Pacific Corporation,Industrials,Industrials,0R2E.L|UNP|UNP.DE,lse-iob,272.0,593400000.0,161404800000.0,canonicity,1,0,0,0,5371.0,2026-08-21,2939048.0,2026-08-21
0GBU.L,STORY-B.ST,Storytel AB (publ),Communication Services,Communication Services,0GBU.L|STORY-B.ST,lse-iob,91.7334,77324988.0,7093285701.15,canonicity,1,0,0,0,2464.0,2026-08-21,229543.0,2026-08-21
0IWV.L,VAN.BR,Van de Velde N.V.,Consumer Cyclical,Consumer Cyclical,0IWV.L|VAN.BR,lse-iob,30.1,12832000.0,386243200.0,canonicity,0,0,0,0,868.0,2026-08-21,2354.0,2026-08-21
ERIC-A.ST,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Technology,ERCB.DE|ERCG.DE|ERIC|ERIC-A.ST|ERIC-B.ST,,108.15,3313000000.0,358300950000.0,punctuation,1,0,-2,-1,32888.0,2026-08-21,12163890.0,2026-08-21
ERIC-B.ST,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Technology,ERCB.DE|ERCG.DE|ERIC|ERIC-A.ST|ERIC-B.ST,,108.15,3313000000.0,358300950000.0,punctuation,0,0,-2,-1,9416932.0,2026-08-21,12163890.0,2026-08-21
ERCG.DE,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Technology,ERCB.DE|ERCG.DE|ERIC|ERIC-A.ST|ERIC-B.ST,,108.15,3313000000.0,358300950000.0,punctuation,1,0,-2,-1,338.0,2026-08-21,12163890.0,2026-08-21
ERCB.DE,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Technology,ERCB.DE|ERCG.DE|ERIC|ERIC-A.ST|ERIC-B.ST,,108.15,3313000000.0,358300950000.0,punctuation,1,0,-2,-1,12262.0,2026-08-21,12163890.0,2026-08-21
FB2A.DE,META,"Meta Platforms, Inc.",Communication Services,Communication Services,FB2A.DE|META,,563.29,2543000000.0,1432446470000.0,punctuation,1,0,0,0,11832.0,2026-08-21,18540474.0,2026-08-21
FNV.TO,FNV,Franco-Nevada Corporation,Basic Materials,Basic Materials,0QYZ.L|FNV|FNV.TO,,208.8722,192900000.0,40291452000.0,shares,0,0,0,0,387030.0,2026-08-21,846662.0,2026-08-21
0QYZ.L,FNV,Franco-Nevada Corporation,Basic Materials,Basic Materials,0QYZ.L|FNV|FNV.TO,lse-iob,208.8722,192900000.0,40291452000.0,canonicity,1,0,0,0,894.0,2026-08-21,846662.0,2026-08-21
0KNY.L,TROW,"T. Rowe Price Group, Inc.",Financial Services,Financial Services,0KNY.L|TROW,lse-iob,113.69,214000000.0,24329660000.0,canonicity,1,0,0,0,2755.0,2026-08-21,2074411.0,2026-08-21
0ZPV.L,JEN.DE,Jenoptik AG,Technology,Technology,0ZPV.L|JEN.DE,lse-iob,27.9559,57737931.0,1614114843.0,canonicity,0,0,0,0,65141.0,2026-08-21,184013.0,2026-08-21
0R4M.L,LUG.TO,Lundin Gold Inc.,Basic Materials,Basic Materials,0R4M.L|LUG.ST|LUG.TO,lse-iob,53.863,241821813.0,13025257986.4915,canonicity,1,0,0,0,15569.0,2026-08-21,656132.0,2026-08-21
LUG.ST,LUG.TO,Lundin Gold Inc.,Basic Materials,Basic Materials,0R4M.L|LUG.ST|LUG.TO,,53.863,241821813.0,13025257986.4915,volavg_raw,0,0,0,0,125417.0,2026-08-21,656132.0,2026-08-21
0GX2.L,NRO.PA,Neurones S.A.,Technology,Technology,0GX2.L|NRO.PA,lse-iob,43.05,24328000.0,1047320400.0,canonicity,0,0,0,0,1232.0,2026-08-21,8269.0,2026-08-21
0I4T.L,CRTO,Criteo S.A.,Communication Services,Communication Services,0I4T.L|CRTO,lse-iob,18.28,49664392.0,907865085.76,canonicity,1,0,0,0,342.0,2026-08-21,469841.0,2026-08-21
GOOGL,GOOG,Alphabet Inc.,Communication Services,Communication Services,ABEA.DE|ABEC.DE|GOOG|GOOGL,symbol-extension,357.37,12151000000.0,4342402870000.0,canonicity,0,0,-2,-2,32133217.0,2026-08-21,22016991.0,2026-08-21
ABEA.DE,GOOG,Alphabet Inc.,Communication Services,Communication Services,ABEA.DE|ABEC.DE|GOOG|GOOGL,,357.37,12151000000.0,4342402870000.0,punctuation,1,0,-2,-2,31120.0,2026-08-21,22016991.0,2026-08-21
ABEC.DE,GOOG,Alphabet Inc.,Communication Services,Communication Services,ABEA.DE|ABEC.DE|GOOG|GOOGL,,357.37,12151000000.0,4342402870000.0,punctuation,1,0,-2,-2,6113.0,2026-08-21,22016991.0,2026-08-21
0R0U.L,CDE,"Coeur Mining, Inc.",Basic Materials,Basic Materials,0R0U.L|CDE|CDM1.DE,lse-iob,16.32,1029300000.0,16798176000.0,canonicity,1,0,0,0,49798.0,2026-08-21,36650712.0,2026-08-21
CDM1.DE,CDE,"Coeur Mining, Inc.",Basic Materials,Basic Materials,0R0U.L|CDE|CDM1.DE,,16.32,1029300000.0,16798176000.0,punctuation,1,0,0,0,14089.0,2026-08-21,36650712.0,2026-08-21
YCP.DE,COP,ConocoPhillips,Energy,Energy,0QZA.L|COP|YCP.DE,,103.96,1213453000.0,126150573880.0,punctuation,1,0,0,0,826.0,2026-08-21,7162580.0,2026-08-21
0QZA.L,COP,ConocoPhillips,Energy,Energy,0QZA.L|COP|YCP.DE,lse-iob,103.96,1213453000.0,126150573880.0,canonicity,1,0,0,0,56399.0,2026-08-21,7162580.0,2026-08-21
T,SOBA.DE,AT&T Inc.,Communication Services,Communication Services,SOBA.DE|T,,20.7,6938000000.0,143616600000.0,shares,0,1,0,0,63412380.0,2026-08-21,7689.0,2026-08-21
IMG.TO,IAG,Iamgold Corporation,Basic Materials,Basic Materials,IAG|IMG.TO,,15.84,578000000.0,9155520000.0,punctuation,0,0,0,0,1635517.0,2026-08-21,5625650.0,2026-08-21
LUMI.ST,LUN.TO,Lundin Mining Corporation,Basic Materials,Basic Materials,LUMI.ST|LUN.TO,,24.3302,855344018.0,20810725240.5043,symbol_length,0,0,0,0,481262.0,2026-08-21,2428106.0,2026-08-21
0Q4C.L,GSC1.DE,Gesco AG,Industrials,Industrials,0Q4C.L|GSC1.DE,lse-iob,13.1194,10373570.0,136094692.8,canonicity,1,0,0,0,31.0,2026-08-21,3237.0,2026-08-21
0NNU.L,NEDAP.AS,Nedap N.V.,Technology,Technology,0NNU.L|NEDAP.AS,lse-iob,95.5,6623005.0,632496977.5,canonicity,1,0,0,0,88.0,2026-08-21,5447.0,2026-08-21
0HF6.L,AMP,"Ameriprise Financial, Inc.",Financial Services,Financial Services,0HF6.L|A4S.DE|AMP,lse-iob,458.76,91800000.0,42114168000.0,canonicity,1,0,0,0,1720.0,2026-08-21,631909.0,2026-08-21
A4S.DE,AMP,"Ameriprise Financial, Inc.",Financial Services,Financial Services,0HF6.L|A4S.DE|AMP,,523.9315,80381065.0,42114168000.0,shares,1,0,0,0,10.0,2026-08-21,631909.0,2026-08-21
0JPO.L,KLAC,KLA Corporation,Technology,Technology,0JPO.L|KLA.DE|KLAC,lse-iob,302.8644,1306517000.0,395697492360.0,canonicity,1,0,0,0,4443.0,2026-08-21,12874777.0,2026-08-21
KLA.DE,KLAC,KLA Corporation,Technology,Technology,0JPO.L|KLA.DE|KLAC,,302.8644,1306517000.0,395697492360.0,shares,1,0,0,0,3332.0,2026-08-21,12874777.0,2026-08-21
0KV3.L,RF,Regions Financial Corporation,Financial Services,Financial Services,0KV3.L|RF,lse-iob,30.2,854000000.0,25790800000.0,canonicity,1,0,0,0,28097.0,2026-08-21,10038370.0,2026-08-21
FME.DE,FMS,Fresenius Medical Care AG & Co. KGaA,Healthcare,Healthcare,FME.DE|FMS,,39.6,268438292.0,10630156363.2,shares,0,0,0,0,855038.0,2026-08-21,730601.0,2026-08-21
0F6L.L,MAU.PA,Etablissements Maurel & Prom S.A.,Energy,Energy,0F6L.L|MAU.PA,lse-iob,8.8976,199665000.0,1776535749.963,canonicity,0,0,0,0,79773.0,2026-08-21,200736.0,2026-08-21
0RR8.L,68V.DE,Baker Hughes Company,Energy,Energy,0RR8.L|68V.DE|BKR,lse-iob,55.4441,992000000.0,55000500000.0,canonicity,1,1,0,0,6348.0,2026-08-21,1785.0,2026-08-21
BKR,68V.DE,Baker Hughes Company,Energy,Energy,0RR8.L|68V.DE|BKR,,55.5,991000000.0,55000500000.0,shares,0,1,0,0,8552537.0,2026-08-21,1785.0,2026-08-21
AG.TO,AG,First Majestic Silver Corp.,Basic Materials,Basic Materials,AG|AG.TO,,16.9523,493335474.0,8363180822.5997,shares,0,0,0,0,1578330.0,2026-08-21,11112395.0,2026-08-21
EQNR.OL,EQNR,Equinor ASA,Energy,Energy,EQNR|EQNR.OL,,31.629,2431000000.0,76890135465.0,punctuation,0,0,0,0,2908913.0,2026-08-21,3593853.0,2026-08-21
SAP.DE,SAP,SAP SE,Technology,Technology,SAP|SAP.DE,,134.0,1153000000.0,154502000000.0,punctuation,0,0,0,0,2871930.0,2026-08-21,2999053.0,2026-08-21
0DTF.L,BOI.PA,Boiron S.A.,Healthcare,Healthcare,0DTF.L|BOI.PA,lse-iob,30.3,17643000.0,534582900.0,canonicity,0,0,0,0,1067.0,2026-08-21,2183.0,2026-08-21
0QZ5.L,CTSH,Cognizant Technology Solutions Corporation,Technology,Technology,0QZ5.L|COZ.DE|CTSH,lse-iob,38.73,466000000.0,18048180000.0,canonicity,1,0,0,0,6992.0,2026-08-21,10967137.0,2026-08-21
COZ.DE,CTSH,Cognizant Technology Solutions Corporation,Technology,Technology,0QZ5.L|COZ.DE|CTSH,,38.73,466000000.0,18048180000.0,punctuation,1,0,0,0,286.0,2026-08-21,10967137.0,2026-08-21
AMG.DE,AMGN,Amgen Inc.,Healthcare,Healthcare,AMG.DE|AMGN,,362.12,540000000.0,195544800000.0,punctuation,1,0,0,0,417.0,2026-08-21,2697977.0,2026-08-21
BWLPG.OL,BWLP,BW LPG Limited,Industrials,Industrials,BWLP|BWLPG.OL,,17.37,151500000.0,2631555000.0,punctuation,0,0,0,0,333064.0,2026-08-21,406129.0,2026-08-21
009155.KS,009150.KS,"Samsung Electro-Mechanics Co., Ltd.",Technology,Technology,009150.KS|009155.KS,korea-preferred,2184000.0,80698000.0,176244432000000.0,canonicity,1,0,0,0,92414.0,2026-08-21,1149193.0,2026-08-21
SSRM.TO,SSRM,SSR Mining Inc.,Basic Materials,Basic Materials,0VGE.L|SSRM|SSRM.TO,,28.28,208014000.0,5882635920.0,punctuation,0,0,0,0,463800.0,2026-08-21,3140396.0,2026-08-21
0VGE.L,SSRM,SSR Mining Inc.,Basic Materials,Basic Materials,0VGE.L|SSRM|SSRM.TO,lse-iob,28.28,208014000.0,5882635920.0,canonicity,1,0,0,0,67043.0,2026-08-21,3140396.0,2026-08-21
0HC2.L,ALRM,"Alarm.com Holdings, Inc.",Technology,Technology,0HC2.L|ALRM,lse-iob,46.72,49328402.0,2304622941.44,canonicity,1,0,0,0,113.0,2026-08-21,500280.0,2026-08-21
WPM.TO,WPM,Wheaton Precious Metals Corp.,Basic Materials,Basic Materials,SII.DE|WPM|WPM.L|WPM.TO,,112.32,454133000.0,51008218560.0,punctuation,0,0,0,0,836241.0,2026-08-21,2066709.0,2026-08-21
WPM.L,WPM,Wheaton Precious Metals Corp.,Basic Materials,Basic Materials,SII.DE|WPM|WPM.L|WPM.TO,,112.32,454133000.0,51008218560.0,punctuation,1,0,0,0,8757.0,2026-08-21,2066709.0,2026-08-21
SII.DE,WPM,Wheaton Precious Metals Corp.,Basic Materials,Basic Materials,SII.DE|WPM|WPM.L|WPM.TO,,112.32,454133000.0,51008218560.0,punctuation,1,0,0,0,1306.0,2026-08-21,2066709.0,2026-08-21
0MT8.L,DRW3.DE,Drägerwerk AG & Co. KGaA,Healthcare,Healthcare,0MT8.L|DRW3.DE|DRW8.DE,lse-iob,82.5,18760000.0,1547700000.0,canonicity,1,0,-2,-1,114.0,2026-08-21,16108.0,2026-08-21
DRW8.DE,DRW3.DE,Drägerwerk AG & Co. KGaA,Healthcare,Healthcare,0MT8.L|DRW3.DE|DRW8.DE,,82.5,18760000.0,1547700000.0,volavg,1,0,-2,-1,1509.0,2026-08-21,16108.0,2026-08-21
0NCA.L,IVU.DE,IVU Traffic Technologies AG,Technology,Technology,0NCA.L|IVU.DE,lse-iob,18.05,17334000.0,312878700.0,canonicity,1,0,0,0,572.0,2026-08-21,10626.0,2026-08-21
SLF.TO,SLF,Sun Life Financial Inc.,Financial Services,Financial Services,0VJA.L|SLF|SLF.TO,,111.35,554000000.0,61687900000.0,punctuation,0,0,0,0,1810204.0,2026-08-21,731970.0,2026-08-21
0VJA.L,SLF,Sun Life Financial Inc.,Financial Services,Financial Services,0VJA.L|SLF|SLF.TO,lse-iob,111.35,554000000.0,61687900000.0,canonicity,1,0,0,0,350.0,2026-08-21,731970.0,2026-08-21
CCL-A.TO,CCL-B.TO,CCL Industries Inc.,Consumer Cyclical,Consumer Cyclical,CCL-A.TO|CCL-B.TO,,92.47,170839694.0,15797546504.18,volavg,1,0,0,0,219.0,2026-08-21,426033.0,2026-08-21
0QJQ.L,TIMA.DE,ZEAL Network SE,Consumer Cyclical,Consumer Cyclical,0QJQ.L|TIMA.DE,lse-iob,42.3,21151562.0,894711072.6,canonicity,0,0,0,0,1125.0,2026-08-21,3657.0,2026-08-21
0J7X.L,MBB.DE,Mbb Se,Industrials,Industrials,0J7X.L|MBB.DE,lse-iob,172.8,5216720.0,901449216.0,canonicity,1,0,0,0,289.0,2026-08-21,2916.0,2026-08-21
0N2Q.L,BIJ.DE,Bijou Brigitte modische Accessoires AG,Consumer Cyclical,Consumer Cyclical,0N2Q.L|BIJ.DE,lse-iob,41.3,7493226.0,309470233.8,canonicity,1,0,0,0,483.0,2026-08-21,4992.0,2026-08-21
0N66.L,AOF.DE,ATOSS Software AG,Technology,Technology,0N66.L|AOF.DE,lse-iob,66.9,15947000.0,1066854300.0,canonicity,0,0,0,0,2692.0,2026-08-21,23252.0,2026-08-21
0JCT.L,INTU,Intuit Inc.,Technology,Technology,0JCT.L|INTU|ITU.DE,lse-iob,388.5,276000000.0,107226000000.0,canonicity,1,0,0,0,21418.0,2026-08-21,5133762.0,2026-08-21
ITU.DE,INTU,Intuit Inc.,Technology,Technology,0JCT.L|INTU|ITU.DE,,388.5,276000000.0,107226000000.0,punctuation,1,0,0,0,2020.0,2026-08-21,5133762.0,2026-08-21
VX1.DE,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Healthcare,0QZU.L|VRTX|VX1.DE,,497.1216,253700000.0,126119747000.0,shares,1,0,0,0,91.0,2026-08-21,1556327.0,2026-08-21
