source_a,source_b,n_shared,name_a,name_b,shared_tokens,name_match,verdict,first_shared_date,last_shared_date
0QZX.L,FDX,80,FedEx Corporation,FedEx Corporation,fedex,True,name_match,2006-07-01,2026-04-01
OXY,OXY-WT,80,Occidental Petroleum Corporation,Occidental Petroleum Corporation,occidental petroleum,True,name_match,2006-07-01,2026-04-01
CCZ,CMCSA,80,Comcast Holdings Corp.,Comcast Corporation,comcast,True,name_match,2006-07-01,2026-04-01
PPL,PPLC,80,PPL Corporation,PPL Corporation,ppl,True,name_match,2006-07-01,2026-04-01
0LTG.L,WM,80,"Waste Management, Inc.","Waste Management, Inc.",management waste,True,name_match,2006-07-01,2026-04-01
BH,BH-A,80,Biglari Holdings Inc.,Biglari Holdings Inc.,biglari,True,name_match,2006-07-01,2026-04-01
T.TO,TU,80,TELUS Corporation,Telus Corp,telus,True,name_match,2006-07-01,2026-04-01
AFG,AFGB,80,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2026-04-01
AFGC,AFGD,80,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2026-04-01
AFGC,AFGE,80,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2026-04-01
AFGD,AFGE,80,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2026-04-01
HVT,HVT-A,80,"Haverty Furniture Companies, Inc.","Haverty Furniture Companies, Inc.",furniture haverty,True,name_match,2006-07-01,2026-04-01
PRH,PRU,80,"Prudential Financial, Inc. 5.95","Prudential Financial, Inc.",financial prudential,True,name_match,2006-07-01,2026-04-01
CSW-A.TO,CSW-B.TO,80,Corby Spirit and Wine Limited,Corby Spirit and Wine Limited,corby spirit wine,True,name_match,2006-07-01,2026-04-01
BBD-A.TO,BBD-B.TO,80,Bombardier Inc.,Bombardier Inc.,bombardier,True,name_match,2006-07-01,2026-04-01
TCBI,TCBIO,80,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc.",bancshares capital texas,True,name_match,2006-07-01,2026-04-01
MOG-A,MOG-B,80,Moog Inc.,Moog Inc.,moog,True,name_match,2006-07-01,2026-04-01
CTC-A.TO,CTC.TO,80,"Canadian Tire Corporation, Limited","Canadian Tire Corporation, Limited",canadian tire,True,name_match,2006-07-01,2026-07-01
QBR-A.TO,QBR-B.TO,80,Quebecor Inc.,Quebecor Inc.,quebecor,True,name_match,2006-07-01,2026-04-01
CCL-A.TO,CCL-B.TO,80,CCL Industries Inc.,CCL Industries Inc.,ccl industries,True,name_match,2006-07-01,2026-04-01
HEI,HEI-A,80,HEICO Corporation,HEICO Corporation,heico,True,name_match,2006-10-01,2026-07-01
0KGE.L,PAYX,80,"Paychex, Inc.","Paychex, Inc.",paychex,True,name_match,2006-07-01,2026-04-01
TCL-A.TO,TCL-B.TO,80,Transcontinental Inc.,Transcontinental Inc.,transcontinental,True,name_match,2006-07-01,2026-04-01
SO,SOMN,80,The Southern Company,The Southern Company,southern,True,name_match,2006-07-01,2026-04-01
ADW-A.TO,ADW-B.TO,80,Andrew Peller Limited,Andrew Peller Limited,andrew peller,True,name_match,2006-07-01,2026-04-01
OZK,OZKAP,80,Bank OZK,Bank OZK,bank ozk,True,name_match,2006-07-01,2026-04-01
VRS.DE,VRSN,79,"VeriSign, Inc.","VeriSign, Inc.",verisign,True,name_match,2006-07-01,2026-01-01
SGM.DE,STMPA.PA,79,STMicroelectronics N.V.,STMicroelectronics N.V.,stmicroelectronics,True,name_match,2006-07-01,2026-04-01
BOY.DE,BVA.L,79,"Banco Bilbao Vizcaya Argentaria, S.A.","Banco Bilbao Vizcaya Argentaria, S.A.",argentaria banco bilbao vizcaya,True,name_match,2006-07-01,2026-04-01
0HJI.L,ADP,79,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",automatic data processing,True,name_match,2006-07-01,2026-04-01
CP,CP.TO,79,Canadian Pacific Kansas City Ltd.,Canadian Pacific Kansas City Ltd.,canadian city kansas pacific,True,name_match,2006-07-01,2026-04-01
0A18.L,GIB-A.TO,79,CGI Inc.,CGI Inc.,cgi,True,name_match,2006-07-01,2026-01-01
ABX.TO,B,79,Barrick Gold Corporation,Barrick Mining Corporation,barrick,True,name_match,2006-07-01,2026-01-01
KFI1.DE,KGF.L,79,Kingfisher plc,Kingfisher plc,kingfisher,True,name_match,1986-07-01,2025-07-01
0KFZ.L,PH,79,Parker-Hannifin Corporation,Parker-Hannifin Corporation,hannifin parker,True,name_match,2006-07-01,2026-04-01
ERCB.DE,ERCG.DE,78,Telefonaktiebolaget LM Ericsson (publ),Telefonaktiebolaget LM Ericsson (publ),ericsson lm publ telefonaktiebolaget,True,name_match,2006-07-01,2026-04-01
BP-A.L,BPE5.DE,78,BP p.l.c.,BP p.l.c.,bp,True,name_match,2006-07-01,2025-10-01
BP-B.L,BPE5.DE,78,BP p.l.c.,BP p.l.c.,bp,True,name_match,2006-07-01,2025-10-01
BP.L,BPE5.DE,78,BP p.l.c.,BP p.l.c.,bp,True,name_match,2006-07-01,2025-10-01
PSO,PSON.L,78,Pearson plc,Pearson plc,pearson,True,name_match,1986-10-01,2025-04-01
OPC.DE,OXY,78,Occidental Petroleum Corporation,Occidental Petroleum Corporation,occidental petroleum,True,name_match,2006-07-01,2026-01-01
OPC.DE,OXY-WT,78,Occidental Petroleum Corporation,Occidental Petroleum Corporation,occidental petroleum,True,name_match,2006-07-01,2026-01-01
ORC.DE,ORCL,78,Oracle Corporation,Oracle Corporation,oracle,True,name_match,2006-07-01,2025-10-01
MSF.DE,MSFT,78,Microsoft Corporation,Microsoft Corporation,microsoft,True,name_match,2006-07-01,2026-04-01
E3X1.DE,EXPE,78,Expedia Group Inc. R,"Expedia Group, Inc.",expedia,True,name_match,2006-07-01,2026-01-01
0HJI.L,ADP.DE,78,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",automatic data processing,True,name_match,2006-07-01,2026-01-01
005930.KS,005935.KS,78,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2026-04-01
NFS.DE,NSC,78,Norfolk Southern Corporation,Norfolk Southern Corporation,norfolk southern,True,name_match,2006-07-01,2026-01-01
0R07.L,PAAS,78,Pan American Silver Corp.,Pan American Silver Corp.,american pan silver,True,name_match,2006-07-01,2025-10-01
SII.DE,WPM.TO,78,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2026-04-01
LLY,LLY.DE,78,Eli Lilly and Company,Eli Lilly and Company,eli lilly,True,name_match,2006-07-01,2026-04-01
HCL.DE,HL,77,Hecla Mining Company,Hecla Mining Company,hecla mining,True,name_match,2006-07-01,2026-04-01
MO,PHM7.DE,77,"Altria Group, Inc.","Altria Group, Inc.",altria,True,name_match,2006-07-01,2025-07-01
CHTR,CQD.DE,77,"Charter Communications, Inc.",Charter Communications Inc,charter communications,True,name_match,2006-07-01,2026-01-01
FSM,FVI.TO,77,Fortuna Mining Corp.,Fortuna Mining Corp.,fortuna mining,True,name_match,2006-07-01,2026-04-01
BEP,BEP-UN.TO,77,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners L.P.,brookfield partners renewable,True,name_match,2006-07-01,2026-04-01
BEP,BEPI,77,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners L.P.,brookfield partners renewable,True,name_match,2006-07-01,2026-04-01
BEP-UN.TO,BEPI,77,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners L.P.,brookfield partners renewable,True,name_match,2006-07-01,2026-04-01
TII.DE,TXN,77,Texas Instruments Incorporated,Texas Instruments Incorporated,instruments texas,True,name_match,2006-07-01,2025-07-01
0JPO.L,KLA.DE,77,KLA Corporation,KLA Corporation,kla,True,name_match,2006-07-01,2025-07-01
KLA.DE,KLAC,77,KLA Corporation,KLA Corporation,kla,True,name_match,2006-07-01,2025-07-01
M4I.DE,MA,77,Mastercard Incorporated,Mastercard Incorporated,mastercard,True,name_match,2006-07-01,2025-07-01
0LTG.L,UWS.DE,77,"Waste Management, Inc.","Waste Management, Inc.",management waste,True,name_match,2006-07-01,2025-07-01
UWS.DE,WM,77,"Waste Management, Inc.","Waste Management, Inc.",management waste,True,name_match,2006-07-01,2025-07-01
ENJ,ENO,77,"Entergy New Orleans, LLC","Entergy New Orleans, LLC",entergy orleans,True,name_match,2006-07-01,2026-04-01
TXP.L,TXP.TO,77,Touchstone Exploration Inc.,Touchstone Exploration Inc.,exploration touchstone,True,name_match,2006-07-01,2025-10-01
NOA3.DE,NOKIA-SEK.ST,77,Nokia Oyj,Nokia Oyj,nokia,True,name_match,2006-07-01,2026-04-01
ADP,ADP.DE,77,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",automatic data processing,True,name_match,2006-07-01,2026-01-01
LIN,LIN.DE,77,Linde plc,Linde plc,linde,True,name_match,2006-07-01,2025-07-01
AFG,AFGC,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFG,AFGD,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFG,AFGE,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFGB,AFGC,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFGB,AFGD,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
AFGB,AFGE,77,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2006-07-01,2025-07-01
BC94.L,SMSD.L,77,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2026-01-01
ELUX-A.ST,ELUX-B.ST,77,Electrolux AB,AB Electrolux (publ),electrolux,True,name_match,2006-07-01,2026-04-01
3V64.DE,V,77,Visa Inc.,Visa Inc.,visa,True,name_match,2006-07-01,2026-04-01
PG,PRG.DE,77,The Procter & Gamble Company,Procter & Gamble Company,gamble procter,True,name_match,2006-07-01,2025-07-01
0UGS.L,AGI,77,Alamos Gold Inc.,Alamos Gold Inc.,alamos gold,True,name_match,2006-07-01,2025-10-01
CL,CPA.DE,77,Colgate-Palmolive Company,Colgate-Palmolive Company,colgate palmolive,True,name_match,2006-07-01,2026-04-01
0KGE.L,PCX.DE,77,"Paychex, Inc.","Paychex, Inc.",paychex,True,name_match,2006-07-01,2025-07-01
PAYX,PCX.DE,77,"Paychex, Inc.","Paychex, Inc.",paychex,True,name_match,2006-07-01,2025-07-01
MER.ST,MER.TO,77,Meren Energy Inc.,Meren Energy Inc.,energy meren,True,name_match,2006-07-01,2025-07-01
0UKI.L,BNS.TO,77,The Bank of Nova Scotia,The Bank of Nova Scotia,bank nova scotia,True,name_match,2006-10-01,2026-07-01
BNS,BNS.TO,77,The Bank of Nova Scotia,The Bank of Nova Scotia,bank nova scotia,True,name_match,2006-10-01,2026-04-01
EDR.TO,EXK,77,Endeavour Silver Corp.,Endeavour Silver Corp.,endeavour silver,True,name_match,2006-07-01,2026-01-01
AMZ.DE,AMZN,77,"Amazon.com, Inc.","Amazon.com, Inc.",amazon com,True,name_match,2006-07-01,2025-07-01
BN,BN.TO,77,Brookfield Corporation,Brookfield Corporation,brookfield,True,name_match,2006-07-01,2025-07-01
GTE.L,GTE.TO,77,Gran Tierra Energy Inc.,Gran Tierra Energy Inc.,energy gran tierra,True,name_match,2006-07-01,2025-07-01
TEL2-A.ST,TEL2-B.ST,77,Tele2 AB (publ),Tele2 AB (publ),publ tele2,True,name_match,2002-07-01,2026-04-01
0HJF.L,AUD.DE,77,"Autodesk, Inc.","Autodesk, Inc.",autodesk,True,name_match,2006-10-01,2025-10-01
PHG,PHI1.DE,76,Koninklijke Philips N.V.,Koninklijke Philips N.V.,koninklijke philips,True,name_match,2006-07-01,2026-04-01
PHG,PHIA.AS,76,Koninklijke Philips N.V.,Koninklijke Philips N.V.,koninklijke philips,True,name_match,2006-07-01,2026-04-01
AEC1.DE,AXP,76,American Express Company,American Express Company,american express,True,name_match,2006-07-01,2025-07-01
ERCB.DE,ERIC-A.ST,76,Telefonaktiebolaget LM Ericsson (publ),Telefonaktiebolaget LM Ericsson (publ),ericsson lm publ telefonaktiebolaget,True,name_match,2006-07-01,2025-04-01
ERCB.DE,ERIC-B.ST,76,Telefonaktiebolaget LM Ericsson (publ),Telefonaktiebolaget LM Ericsson (publ),ericsson lm publ telefonaktiebolaget,True,name_match,2006-07-01,2025-04-01
CH1A.DE,CHRW,76,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc.",robinson worldwide,True,name_match,2006-07-01,2025-07-01
HAL,HAL.DE,76,Halliburton Company,Halliburton Company,halliburton,True,name_match,2006-10-01,2025-07-01
KMB,KMY.DE,76,Kimberly-Clark Corporation,Kimberly-Clark Corporation,clark kimberly,True,name_match,2006-07-01,2026-04-01
GLW,GLW.DE,76,Corning Inc,Corning Inc,corning,True,name_match,2006-07-01,2025-07-01
PES.DE,PSO,76,Pearson plc,Pearson plc,pearson,True,name_match,1986-10-01,2025-04-01
PES.DE,PSON.L,76,Pearson plc,Pearson plc,pearson,True,name_match,1986-10-01,2025-04-01
IBM,IBM.DE,76,International Business Machines Corporation,International Business Machines Corporation,business international machines,True,name_match,2006-07-01,2025-07-01
0R2L.L,TM5.DE,76,"T-Mobile US, Inc.","T-Mobile US, Inc.",mobile us,True,name_match,2006-07-01,2025-07-01
SU,SU.TO,76,Suncor Energy Inc.,Suncor Energy Inc.,energy suncor,True,name_match,2006-07-01,2026-04-01
QGEN,QIA.DE,76,Qiagen N.V.,Qiagen N.V.,qiagen,True,name_match,2006-07-01,2025-07-01
BC94.L,SMSN.L,76,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2026-01-01
SMSD.L,SMSN.L,76,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2026-01-01
VRTX,VX1.DE,76,Vertex Pharmaceuticals Incorporated,Vertex Pharmaceuticals Incorporated,pharmaceuticals vertex,True,name_match,2006-07-01,2025-07-01
FENC,FRX.TO,76,Fennec Pharmaceuticals Inc.,Fennec Pharmaceuticals Inc.,fennec pharmaceuticals,True,name_match,2006-07-01,2025-04-01
WYNN,WYR.DE,76,"Wynn Resorts, Limited","Wynn Resorts, Limited",resorts wynn,True,name_match,2006-07-01,2026-04-01
UNP,UNP.DE,76,Union Pacific Corporation,Union Pacific Corporation,pacific union,True,name_match,2006-07-01,2026-01-01
SII.DE,WPM,76,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2026-04-01
WPM,WPM.TO,76,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2026-04-01
001750.KS,001755.KS,76,Hanyang Securities Co. Ltd.,Hanyang Securities Co. Ltd.,hanyang securities,True,name_match,2007-04-01,2026-04-01
TC.TO,TCX,76,Tucows Inc.,Tucows Inc.,tucows,True,name_match,2006-07-01,2025-07-01
0UKI.L,BNS,76,The Bank of Nova Scotia,The Bank of Nova Scotia,bank nova scotia,True,name_match,2006-10-01,2026-04-01
AMG.DE,AMGN,76,Amgen Inc.,Amgen Inc.,amgen,True,name_match,2006-07-01,2025-07-01
TA.TO,TAC,76,TransAlta Corporation,TransAlta Corporation,transalta,True,name_match,2006-07-01,2026-04-01
ALIV-SDB.ST,ALV,76,"Autoliv, Inc.","Autoliv, Inc.",autoliv,True,name_match,2006-07-01,2025-07-01
BAC,NCB.DE,76,Bank of America Corporation,Bank of America Corporation,america bank,True,name_match,2006-07-01,2025-04-01
003460.KS,003465.KS,76,"Yuhwa Securities co.,ltd.","Yuhwa Securities co.,ltd.",securities yuhwa,True,name_match,2007-04-01,2026-04-01
DWD.DE,MS,76,Morgan Stanley,Morgan Stanley,morgan stanley,True,name_match,2006-07-01,2025-07-01
000540.KS,000545.KS,76,"Heungkuk Fire&Marine Insurance Co., Ltd.","Heungkuk Fire&Marine Insurance Co., Ltd.",fire heungkuk insurance marine,True,name_match,2007-04-01,2026-04-01
ERCG.DE,ERIC-A.ST,75,Telefonaktiebolaget LM Ericsson (publ),Telefonaktiebolaget LM Ericsson (publ),ericsson lm publ telefonaktiebolaget,True,name_match,2006-07-01,2025-04-01
ERCG.DE,ERIC-B.ST,75,Telefonaktiebolaget LM Ericsson (publ),Telefonaktiebolaget LM Ericsson (publ),ericsson lm publ telefonaktiebolaget,True,name_match,2006-07-01,2025-04-01
003550.KS,003555.KS,75,LG Corp.,LG Corp.,lg,True,name_match,2007-01-01,2026-04-01
ARRD.DE,MT,75,ArcelorMittal S.A.,ArcelorMittal S.A.,arcelormittal,True,name_match,2006-07-01,2026-01-01
MT,MT.AS,75,ArcelorMittal S.A.,ArcelorMittal S.A.,arcelormittal,True,name_match,2006-07-01,2026-01-01
STE-A.ST,STE-R.ST,75,Stora Enso Oyj,Stora Enso Oyj,enso stora,True,name_match,2006-07-01,2026-04-01
SHEL,SHEL.L,75,Shell plc,Shell plc,shell,True,name_match,2006-07-01,2025-04-01
SLF,SLF.TO,75,Sun Life Financial Inc.,Sun Life Financial Inc.,financial life sun,True,name_match,2006-07-01,2026-04-01
0KTI.L,ENB.TO,75,Enbridge Inc.,Enbridge Inc.,enbridge,True,name_match,2006-07-01,2026-04-01
CRM,FOO.DE,75,"Salesforce, Inc.","Salesforce, Inc.",salesforce,True,name_match,2006-10-01,2025-10-01
0JZ1.L,MAS,75,Masco Corporation,Masco Corporation,masco,True,name_match,2006-07-01,2026-04-01
0HPW.L,BR,75,"Broadridge Financial Solutions, Inc.","Broadridge Financial Solutions, Inc.",broadridge financial solutions,True,name_match,2007-01-01,2026-01-01
RBA,RBA.TO,75,"RB Global, Inc.","RB Global, Inc.",global rb,True,name_match,2006-07-01,2026-04-01
009150.KS,009155.KS,75,"Samsung Electro-Mechanics Co., Ltd.","Samsung Electro-Mechanics Co., Ltd.",electro mechanics samsung,True,name_match,2007-01-01,2026-04-01
SII.DE,WPM.L,75,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2025-07-01
WPM.L,WPM.TO,75,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2025-07-01
ALNY,DUL.DE,75,"Alnylam Pharmaceuticals, Inc.","Alnylam Pharmaceuticals, Inc.",alnylam pharmaceuticals,True,name_match,2006-07-01,2026-01-01
001060.KS,001065.KS,75,JW Pharmaceutical Corporation,JW Pharmaceutical Corporation,jw pharmaceutical,True,name_match,2007-01-01,2026-04-01
001060.KS,001067.KS,75,JW Pharmaceutical Corporation,JW Pharmaceutical Corporation,jw pharmaceutical,True,name_match,2007-01-01,2026-04-01
001065.KS,001067.KS,75,JW Pharmaceutical Corporation,JW Pharmaceutical Corporation,jw pharmaceutical,True,name_match,2007-01-01,2026-04-01
ABL.DE,ABT,74,Abbott Laboratories,Abbott Laboratories,abbott laboratories,True,name_match,2006-07-01,2025-07-01
BKNG,PCE1.DE,74,Booking Holdings Inc.,Booking Holdings Inc.,booking,True,name_match,2006-07-01,2026-04-01
WPRT,WPRT.TO,74,Westport Fuel Systems Inc.,Westport Fuel Systems Inc.,fuel systems westport,True,name_match,2006-07-01,2025-07-01
005300.KS,005305.KS,74,"Lotte Chilsung Beverage Co., Ltd.","Lotte Chilsung Beverage Co., Ltd.",beverage chilsung lotte,True,name_match,2007-01-01,2026-04-01
FAS.DE,FAST,74,Fastenal Company,Fastenal Company,fastenal,True,name_match,2006-07-01,2025-07-01
000210.KS,000215.KS,74,DL Holdings Co. Ltd.,DL Holdings Co. Ltd.,dl,True,name_match,2007-01-01,2026-04-01
002350.KS,002355.KS,74,Nexen Tire Corporation,Nexen Tire Corporation,nexen tire,True,name_match,2007-01-01,2026-04-01
NFC.DE,NFLX,74,"Netflix, Inc.","Netflix, Inc.",netflix,True,name_match,2006-07-01,2025-01-01
SKE,SKE.TO,74,Skeena Resources Limited,Skeena Resources Limited,resources skeena,True,name_match,2006-07-01,2025-07-01
0QZX.L,FDX.DE,74,FedEx Corporation,FedEx Corporation,fedex,True,name_match,2006-07-01,2025-10-01
FDX,FDX.DE,74,FedEx Corporation,FedEx Corporation,fedex,True,name_match,2006-07-01,2025-10-01
SYK,SYK.DE,74,Stryker Corporation,Stryker Corporation,stryker,True,name_match,2006-07-01,2025-07-01
LUV,SWN.DE,74,Southwest Airlines Co.,Southwest Airlines Co.,airlines southwest,True,name_match,2006-07-01,2025-07-01
BA,BCO.DE,74,The Boeing Company,The Boeing Company,boeing,True,name_match,2006-07-01,2025-07-01
005930.KS,BC94.L,74,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-07-01
005930.KS,SMSD.L,74,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-07-01
005935.KS,BC94.L,74,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-07-01
005935.KS,SMSD.L,74,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-07-01
SA,SEA.TO,74,Seabridge Gold Inc.,Seabridge Gold Inc.,gold seabridge,True,name_match,2006-07-01,2025-07-01
MKC,MKC-V,74,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",mccormick,True,name_match,2006-07-01,2026-04-01
MUX,MUX.TO,74,McEwen Mining Inc.,McEwen Mining Inc.,mcewen mining,True,name_match,2006-07-01,2026-04-01
000720.KS,000725.KS,74,"Hyundai Engineering & Construction Co.,Ltd.","Hyundai Engineering & Construction Co., Ltd.",construction engineering hyundai,True,name_match,2007-01-01,2026-04-01
010060.KS,456040.KS,74,OCI Company Ltd.,OCI Company Ltd.,oci,True,name_match,2007-01-01,2026-04-01
002020.KS,002025.KS,74,Kolon Corporation,Kolon Corporation,kolon,True,name_match,2007-01-01,2026-04-01
0HEW.L,AWK,74,"American Water Works Company, Inc.","American Water Works Company, Inc.",american water works,True,name_match,2006-10-01,2026-04-01
AWC.DE,AWK,74,"American Water Works Company, Inc.","American Water Works Company, Inc.",american water works,True,name_match,2006-10-01,2026-01-01
001230.KS,460860.KS,74,Dongkuk Steel Mill Company Limited,Dongkuk Steel Mill Company Limited,dongkuk mill steel,True,name_match,2007-01-01,2026-04-01
CIM,CIMN,74,Chimera Investment Corporation,Chimera Investment Corporation,chimera investment,True,name_match,2008-01-01,2026-04-01
EDV.L,EDV.TO,73,Endeavour Mining plc,Endeavour Mining plc,endeavour mining,True,name_match,2006-07-01,2026-04-01
000660.KS,SKHY,73,SK hynix Inc.,SK hynix Inc.,hynix sk,True,name_match,2007-01-01,2026-01-01
CLS,CLS.TO,73,Celestica Inc.,Celestica Inc.,celestica,True,name_match,2006-07-01,2026-01-01
CCJ,CCO.TO,73,Cameco Corporation,Cameco Corporation,cameco,True,name_match,2006-07-01,2025-07-01
CIGI,CIGI.TO,73,Colliers International Group Inc.,Colliers International Group Inc.,colliers international,True,name_match,2006-04-01,2024-10-01
005930.KS,SMSN.L,73,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-04-01
005935.KS,SMSN.L,73,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2007-01-01,2025-04-01
0KXA.L,RWL.DE,73,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",automation rockwell,True,name_match,2006-07-01,2025-04-01
JM2.DE,SJM,73,J.M. Smucker Company,The J. M. Smucker Company,smucker,True,name_match,2006-10-01,2025-10-01
