pool,source,n_flags,flags,status,note
general,MTY.TO,1,uCurrentRatio,EJECTED,
general,MUSA,1,uCurrentRatio,EJECTED,
general,MXCT,1,returnOnAssets,EJECTED,
general,MYGN,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,MYPS,1,returnOnAssets,EJECTED,
general,NBTX,1,returnOnAssets,EJECTED,
general,NCYT.L,1,returnOnAssets,EJECTED,
general,NEE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,NEOG,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NFG,1,uCurrentRatio,EJECTED,
general,NFG.L,1,uCurrentRatio,EJECTED,
general,NGL,1,netDebtToEBITDA,EJECTED,
general,NN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NOMD,1,netDebtToEBITDA,EJECTED,
general,NRDY,1,returnOnAssets,EJECTED,
general,NRIX,1,returnOnAssets,EJECTED,
general,NRXP,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,NUVB,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NVTS,1,returnOnAssets,EJECTED,
general,NWE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,NXE,1,uInterestCoverage,EJECTED,
general,NXFIL.AS,1,returnOnAssets,EJECTED,
general,OCS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,OMC,1,uCurrentRatio,EJECTED,
general,OMEX,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,ONEW,1,netDebtToEBITDA,EJECTED,
general,OPM.PA,1,uCurrentRatio,EJECTED,
general,ORA.PA,1,uCurrentRatio,EJECTED,
general,OSE.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,OTEX,1,uCurrentRatio,EJECTED,
general,OUST,1,returnOnAssets,EJECTED,
general,OVV,1,uCurrentRatio,EJECTED,
general,OXB.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,PBA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,PBH.TO,1,netDebtToEBITDA,EJECTED,
general,PCVX,1,returnOnAssets,EJECTED,
general,PENN,3,"netDebtToEBITDA, uCurrentRatio, uInterestCoverage",EJECTED,
general,PEP,1,uCurrentRatio,EJECTED,
general,PHI,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,PIG.PA,1,netDebtToEBITDA,EJECTED,
general,PL,1,returnOnAssets,EJECTED,
general,PLNT,1,netDebtToEBITDA,EJECTED,
general,PLSM,1,returnOnAssets,EJECTED,
general,PM,1,uCurrentRatio,EJECTED,
general,PNC-B.TO,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,PNE.TO,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,PNN.L,1,netDebtToEBITDA,EJECTED,
general,POXEL.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,PPL,1,netDebtToEBITDA,EJECTED,
general,PRD.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,PRMB,1,netDebtToEBITDA,EJECTED,
general,PROF,1,returnOnAssets,EJECTED,
general,PRQ.TO,1,uCurrentRatio,EJECTED,
general,PRTA,1,returnOnAssets,EJECTED,
general,PRX.AS,1,CFOlessEarnings,EJECTED,
general,PSK.TO,1,uCurrentRatio,EJECTED,
general,PTLO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,PUB.PA,1,uCurrentRatio,EJECTED,
general,PYPD,1,returnOnAssets,EJECTED,
general,PYR.TO,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,QBR-B.TO,1,uCurrentRatio,EJECTED,
general,QSI,1,returnOnAssets,EJECTED,
general,QSR,1,netDebtToEBITDA,EJECTED,
general,QTRH.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,QUBT,1,uInterestCoverage,EJECTED,
general,RBY.TO,1,uCurrentRatio,EJECTED,
general,RCAT,1,returnOnAssets,EJECTED,
general,RCEL,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,RCI,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,RCKT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,RDW,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,RDZN,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,RELX,1,uCurrentRatio,EJECTED,
general,REPL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,RH,1,netDebtToEBITDA,EJECTED,
general,RKT.L,1,uCurrentRatio,EJECTED,
general,RLMD,1,returnOnAssets,EJECTED,
general,RNK.L,1,uCurrentRatio,EJECTED,
general,RNO.PA,1,netDebtToEBITDA,EJECTED,
general,ROL,1,uCurrentRatio,EJECTED,
general,RPD,1,netDebtToEBITDA,EJECTED,
general,RXL.PA,1,netDebtToEBITDA,EJECTED,
general,S30.PA,1,returnOnAssets,EJECTED,
general,SAF.PA,1,uCurrentRatio,EJECTED,
general,SANG,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,SBH,1,netDebtToEBITDA,EJECTED,
general,SBMO.AS,1,netDebtToEBITDA,EJECTED,
general,SCI,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SDE.TO,1,uCurrentRatio,EJECTED,
general,SEER,1,returnOnAssets,EJECTED,
general,SESG.PA,1,returnOnAssets,EJECTED,
general,SFD.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SFIX,1,returnOnAssets,EJECTED,
general,SFOR.L,1,returnOnAssets,EJECTED,
general,SGHT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SGI,1,netDebtToEBITDA,EJECTED,
general,SGY.TO,1,uCurrentRatio,EJECTED,
general,SHI.L,1,returnOnAssets,EJECTED,
general,SHIP,1,uCurrentRatio,EJECTED,
general,SIA.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SIBN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SILC,1,returnOnAssets,EJECTED,
general,SKIN,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,SKYX,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,SLIGR.AS,1,uCurrentRatio,EJECTED,
general,SMC,3,"netDebtToEBITDA, uCurrentRatio, uInterestCoverage",EJECTED,
general,SMMT,1,returnOnAssets,EJECTED,
general,SOC,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,SOP.PA,1,uCurrentRatio,EJECTED,
general,SOUC.L,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,SPIE.PA,1,uCurrentRatio,EJECTED,
general,SPRB,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SPRY,1,returnOnAssets,EJECTED,
general,SRE,1,netDebtToEBITDA,EJECTED,
general,STF.PA,1,uCurrentRatio,EJECTED,
general,SVA.TO,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,SVV,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SWP.TO,1,netDebtToEBITDA,EJECTED,
general,SYZ.TO,1,uCurrentRatio,EJECTED,
general,T.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,TAC,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,TARA,1,returnOnAssets,EJECTED,
general,TCX,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,TE,1,returnOnAssets,EJECTED,
general,TEAM,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,TFF.PA,1,CFOlessEarnings,EJECTED,
general,TGO.TO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,TISI,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,TITN,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,TLRY.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,TMCI,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,TNG.PA,1,returnOnAssets,EJECTED,
general,TNL,1,netDebtToEBITDA,EJECTED,
general,TOU.TO,1,uCurrentRatio,EJECTED,
general,TPX-B.TO,1,uCurrentRatio,EJECTED,
general,TRGP,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,TRI,1,uCurrentRatio,EJECTED,
general,TRN.L,1,uCurrentRatio,EJECTED,
general,TRP,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,TRZ.TO,1,uCurrentRatio,EJECTED,
general,TSAT,1,uInterestCoverage,EJECTED,
general,TSND.TO,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,TSQ,1,netDebtToEBITDA,EJECTED,
general,TWM.TO,1,returnOnAssets,EJECTED,
general,TXP.L,1,uCurrentRatio,EJECTED,
general,UBI.PA,1,uInterestCoverage,EJECTED,
general,UEIC,1,returnOnAssets,EJECTED,
general,UL,1,uCurrentRatio,EJECTED,
general,UMG.AS,1,uCurrentRatio,EJECTED,
general,UNP,1,uCurrentRatio,EJECTED,
general,URE.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,VAC.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,VANTI.PA,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,VBIO,1,returnOnAssets,EJECTED,
general,VERU,1,returnOnAssets,EJECTED,
general,VIE.PA,1,uCurrentRatio,EJECTED,
general,VLA.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,VLRS,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,VLTSA.PA,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,VPK.AS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,VTVT,1,returnOnAssets,EJECTED,
general,VVY.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,WAGA.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,WAVE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,WCN,1,uCurrentRatio,EJECTED,
general,WCP.TO,1,uCurrentRatio,EJECTED,
general,WEX,1,netDebtToEBITDA,EJECTED,
general,WHWK,1,returnOnAssets,EJECTED,
general,WKL.AS,1,uCurrentRatio,EJECTED,
general,WLFC,1,netDebtToEBITDA,EJECTED,
general,WPRT.TO,1,returnOnAssets,EJECTED,
general,XGN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,XMTR,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,XPEV,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,XPOF,1,returnOnAssets,EJECTED,
general,XRX,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,XTRA.TO,1,returnOnAssets,EJECTED,
general,YORW,1,netDebtToEBITDA,EJECTED,
general,ZOOZ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ZPHR.L,1,uCurrentRatio,EJECTED,
general,ZS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ZURA,1,returnOnAssets,EJECTED,
