pool,source,n_flags,flags,status,note
Mining,AVL.TO,1,producerEbitdaPositive,EJECTED,
Mining,AVTX.AS,1,producerEbitdaPositive,EJECTED,
Mining,BHST,1,producerEbitdaPositive,EJECTED,
Mining,BKI.TO,1,equityPositive,EJECTED,
Mining,CRML,1,producerEbitdaPositive,EJECTED,
Mining,ELR.TO,1,producerEbitdaPositive,EJECTED,
Mining,ESM.TO,2,"cashRunwayOneYear, equityPositive",EJECTED,
Mining,ETG.TO,1,equityPositive,EJECTED,
Mining,FT.TO,1,equityPositive,EJECTED,
Mining,FURY.TO,1,cashRunwayOneYear,EJECTED,
Mining,GENM.TO,1,equityPositive,EJECTED,
Mining,GLO.TO,1,producerEbitdaPositive,EJECTED,
Mining,GMX.TO,1,producerEbitdaPositive,EJECTED,
Mining,GOLD.TO,1,cashRunwayOneYear,EJECTED,
Mining,IAU.TO,1,producerEbitdaPositive,EJECTED,
Mining,IE.TO,1,producerEbitdaPositive,EJECTED,
Mining,LGO,1,producerEbitdaPositive,EJECTED,
Mining,LHYFE.PA,1,producerEbitdaPositive,EJECTED,
Mining,LOOP,2,"cashRunwayOneYear, producerEbitdaPositive",EJECTED,
Mining,MAS,1,equityPositive,EJECTED,
Mining,NEXT.TO,2,"cashRunwayOneYear, producerEbitdaPositive",EJECTED,
Mining,NPK.TO,1,producerEbitdaPositive,EJECTED,
Mining,OCG.TO,1,cashRunwayOneYear,EJECTED,
Mining,PAT.L,1,cashRunwayOneYear,EJECTED,
Mining,SLR.TO,1,cashRunwayOneYear,EJECTED,
Mining,SLS.TO,1,equityPositive,EJECTED,
Mining,SOLV.BR,1,producerEbitdaPositive,EJECTED,
Mining,ZTEK,2,"cashRunwayOneYear, producerEbitdaPositive",EJECTED,
REIT,ADJ.DE,1,reitEbitdaInterestCoverage,EJECTED,
REIT,AOMR,1,reitEbitdaInterestCoverage,EJECTED,
REIT,ATEB.BR,1,reitEbitdaInterestCoverage,EJECTED,
REIT,BLEE.PA,1,reitEbitdaInterestCoverage,EJECTED,
REIT,CMTG,1,reitEbitdaInterestCoverage,EJECTED,
REIT,DMRE.DE,1,reitEbitdaInterestCoverage,EJECTED,
REIT,DOXA.ST,1,reitEbitdaInterestCoverage,EJECTED,
REIT,FTHM,1,reitEbitdaInterestCoverage,EJECTED,
general,000050.KS,1,uCurrentRatio,EJECTED,
general,000070.KS,1,netDebtToEBITDA,EJECTED,
general,000120.KS,1,netDebtToEBITDA,EJECTED,
general,000520.KS,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,000640.KS,1,uCurrentRatio,EJECTED,
general,000650.KS,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,001530.KS,3,"netDebtToEBITDA, uCurrentRatio, uInterestCoverage",EJECTED,
general,001630.KS,1,uCurrentRatio,EJECTED,
general,002020.KS,1,uCurrentRatio,EJECTED,
general,002210.KS,1,uInterestCoverage,EJECTED,
general,002320.KS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,002600.KS,1,netDebtToEBITDA,EJECTED,
general,002880.KS,1,uCurrentRatio,EJECTED,
general,003120.KS,1,uInterestCoverage,EJECTED,
general,003380.KQ,1,uCurrentRatio,EJECTED,
general,003830.KS,1,uInterestCoverage,EJECTED,
general,004170.KS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,004800.KS,1,uCurrentRatio,EJECTED,
general,005257.KS,1,netDebtToEBITDA,EJECTED,
general,005300.KS,1,uCurrentRatio,EJECTED,
general,005880.KS,1,netDebtToEBITDA,EJECTED,
general,006060.KS,1,uCurrentRatio,EJECTED,
general,006730.KQ,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,006880.KS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,007160.KS,1,uCurrentRatio,EJECTED,
general,007460.KS,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,007610.KS,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,008930.KS,1,uCurrentRatio,EJECTED,
general,009320.KS,1,uCurrentRatio,EJECTED,
general,009410.KS,1,uCurrentRatio,EJECTED,
general,010770.KS,1,uCurrentRatio,EJECTED,
general,011280.KS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,012200.KS,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,012800.KS,1,netDebtToEBITDA,EJECTED,
general,013360.KS,1,netDebtToEBITDA,EJECTED,
general,014910.KS,1,netDebtToEBITDA,EJECTED,
general,016450.KS,1,netDebtToEBITDA,EJECTED,
general,016880.KS,1,uCurrentRatio,EJECTED,
general,018500.KS,1,uCurrentRatio,EJECTED,
general,020150.KS,1,uInterestCoverage,EJECTED,
general,021050.KS,1,netDebtToEBITDA,EJECTED,
general,021240.KS,1,CFOlessEarnings,EJECTED,
general,023800.KS,1,uCurrentRatio,EJECTED,
general,024900.KS,1,uCurrentRatio,EJECTED,
general,025980.KQ,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,028300.KQ,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,033290.KQ,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,033640.KQ,1,uCurrentRatio,EJECTED,
general,034120.KS,1,netDebtToEBITDA,EJECTED,
general,035600.KQ,1,uCurrentRatio,EJECTED,
general,036630.KQ,1,uInterestCoverage,EJECTED,
general,038290.KQ,1,uCurrentRatio,EJECTED,
general,042660.KS,1,netDebtToEBITDA,EJECTED,
general,048410.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,049800.KS,1,uCurrentRatio,EJECTED,
general,053030.KQ,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,065660.KQ,1,returnOnAssets,EJECTED,
general,067630.KQ,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,067990.KQ,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,068290.KS,1,CFOlessEarnings,EJECTED,
general,071670.KQ,3,"netDebtToEBITDA, uCurrentRatio, uInterestCoverage",EJECTED,
general,075580.KS,1,uCurrentRatio,EJECTED,
general,078160.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,079980.KS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,082210.KQ,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,082270.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,083790.KQ,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,084670.KS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,084680.KS,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,089590.KS,1,uCurrentRatio,EJECTED,
general,090080.KS,1,uCurrentRatio,EJECTED,
general,090710.KQ,1,uInterestCoverage,EJECTED,
general,092220.KS,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,095570.KS,1,uCurrentRatio,EJECTED,
general,095700.KQ,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,096240.KQ,1,uCurrentRatio,EJECTED,
general,096760.KS,1,uCurrentRatio,EJECTED,
general,097230.KS,1,uCurrentRatio,EJECTED,
general,0N6K.L,1,uCurrentRatio,EJECTED,
general,0QN1.L,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,0QT0.L,1,uCurrentRatio,EJECTED,
general,0RRB.L,1,returnOnAssets,EJECTED,
general,112040.KQ,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,117580.KS,1,uCurrentRatio,EJECTED,
general,117730.KQ,1,uInterestCoverage,EJECTED,
general,122990.KQ,1,uInterestCoverage,EJECTED,
general,179900.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,200880.KS,1,uCurrentRatio,EJECTED,
general,214680.KQ,1,uInterestCoverage,EJECTED,
general,215200.KQ,1,uCurrentRatio,EJECTED,
general,215600.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,217820.KQ,1,uCurrentRatio,EJECTED,
general,221840.KQ,1,netDebtToEBITDA,EJECTED,
general,226950.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,229000.KQ,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,249420.KS,1,uCurrentRatio,EJECTED,
general,271940.KS,1,uInterestCoverage,EJECTED,
general,272210.KS,1,uCurrentRatio,EJECTED,
general,277810.KQ,2,"CFOlessEarnings, uInterestCoverage",EJECTED,
general,282330.KS,1,uCurrentRatio,EJECTED,
general,284740.KS,1,CFOlessEarnings,EJECTED,
general,290670.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,294870.KS,1,netDebtToEBITDA,EJECTED,
general,298020.KS,1,uCurrentRatio,EJECTED,
general,299660.KQ,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,323990.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,338220.KQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,348340.KQ,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,348370.KQ,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,393890.KQ,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,402340.KS,1,CFOlessEarnings,EJECTED,
general,403550.KS,1,uCurrentRatio,EJECTED,
general,88Q.DE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,8TRA.DE,1,netDebtToEBITDA,EJECTED,
general,AAA.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AAC.ST,1,uCurrentRatio,EJECTED,
general,AAD.DE,1,uCurrentRatio,EJECTED,
general,AAL,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AAPG,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AAV.TO,1,uCurrentRatio,EJECTED,
general,AB.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,AB9.DE,1,CFOlessEarnings,EJECTED,
general,ABBV,1,uCurrentRatio,EJECTED,
general,ABDX.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ABEO.PA,1,netDebtToEBITDA,EJECTED,
general,ABNX.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ABS2.DE,1,uCurrentRatio,EJECTED,
general,ABVX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AC.TO,1,uCurrentRatio,EJECTED,
general,ACAD.ST,1,uCurrentRatio,EJECTED,
general,ACARIX.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ACCON.ST,1,returnOnAssets,EJECTED,
general,ACE.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ACET,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ACHR-WT,1,returnOnAssets,EJECTED,
general,ACHV,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ACKB.BR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ACO-X.TO,1,netDebtToEBITDA,EJECTED,
general,ACOG,1,returnOnAssets,EJECTED,
general,ACQ.TO,1,netDebtToEBITDA,EJECTED,
general,AD.AS,1,uCurrentRatio,EJECTED,
general,ADP.PA,1,netDebtToEBITDA,EJECTED,
general,ADSK,1,uCurrentRatio,EJECTED,
general,ADTR.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ADUR,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ADV,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,AEP,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AEX.L,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,AF.PA,1,uCurrentRatio,EJECTED,
general,AFG.OL,1,uCurrentRatio,EJECTED,
general,AFN.TO,1,netDebtToEBITDA,EJECTED,
general,AG1.DE,2,"CFOlessEarnings, netDebtToEBITDA",EJECTED,
general,AGL,1,uInterestCoverage,EJECTED,
general,AGLX.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AHG,1,returnOnAssets,EJECTED,
general,AI,1,returnOnAssets,EJECTED,
general,AIDX.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AIRG,1,returnOnAssets,EJECTED,
general,AKBM.OL,1,netDebtToEBITDA,EJECTED,
general,ALA.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ALAR,1,CFOlessEarnings,EJECTED,
general,ALATA.PA,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,ALBI.PA,1,netDebtToEBITDA,EJECTED,
general,ALBPK.PA,1,uInterestCoverage,EJECTED,
general,ALC.TO,1,uCurrentRatio,EJECTED,
general,ALCJ.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ALDAR.PA,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,ALDRV.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALDVI.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ALECP.PA,1,uInterestCoverage,EJECTED,
general,ALEMS.BR,1,netDebtToEBITDA,EJECTED,
general,ALESE.PA,1,uInterestCoverage,EJECTED,
general,ALGAE.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALGEN.PA,1,uInterestCoverage,EJECTED,
general,ALGTR.PA,1,uInterestCoverage,EJECTED,
general,ALHIT.PA,1,CFOlessEarnings,EJECTED,
general,ALHRS.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALIMP.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ALLAN.PA,1,netDebtToEBITDA,EJECTED,
general,ALLIX.PA,1,uInterestCoverage,EJECTED,
general,ALMDT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALMER.PA,1,netDebtToEBITDA,EJECTED,
general,ALO.PA,1,uCurrentRatio,EJECTED,
general,ALOT,1,netDebtToEBITDA,EJECTED,
general,ALSEN.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALTHE.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALTHX.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ALUNT.PA,2,"CFOlessEarnings, netDebtToEBITDA",EJECTED,
general,ALXIL.PA,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,AMBEA.ST,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AMBP,1,netDebtToEBITDA,EJECTED,
general,AMLX,1,returnOnAssets,EJECTED,
general,AMRX,1,netDebtToEBITDA,EJECTED,
general,AMX,1,uCurrentRatio,EJECTED,
general,ANDF.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ANOD-B.ST,1,uCurrentRatio,EJECTED,
general,ANRG.TO,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,AORT,1,netDebtToEBITDA,EJECTED,
general,AP,1,netDebtToEBITDA,EJECTED,
general,APPS,1,returnOnAssets,EJECTED,
general,APRE,1,returnOnAssets,EJECTED,
general,AQN,1,netDebtToEBITDA,EJECTED,
general,AQST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ARQQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ART.L,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ATEA.OL,1,uCurrentRatio,EJECTED,
general,ATEME.PA,1,netDebtToEBITDA,EJECTED,
general,ATIC.ST,1,uCurrentRatio,EJECTED,
general,ATOM,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ATS,1,netDebtToEBITDA,EJECTED,
general,ATT.ST,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AUNA,1,netDebtToEBITDA,EJECTED,
general,AUR,1,returnOnAssets,EJECTED,
general,AURR.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AVA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AVT,1,netDebtToEBITDA,EJECTED,
general,AVTR,1,netDebtToEBITDA,EJECTED,
general,AW.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AWK,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AXFO.ST,1,uCurrentRatio,EJECTED,
general,AYTU,1,uInterestCoverage,EJECTED,
general,AYV.PA,1,uCurrentRatio,EJECTED,
general,AZN,1,uCurrentRatio,EJECTED,
general,AZO,1,uCurrentRatio,EJECTED,
general,AZRN.AS,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,BA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,BACTI-B.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BALCO.ST,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,BAMNB.AS,1,uCurrentRatio,EJECTED,
general,BANQ.BR,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BBUC,1,netDebtToEBITDA,EJECTED,
general,BCE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BCTX,1,returnOnAssets,EJECTED,
general,BEAM,1,returnOnAssets,EJECTED,
general,BELYS.BR,1,netDebtToEBITDA,EJECTED,
general,BEP,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,BEPC,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,BEWI.OL,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,BFIT.AS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BGO.L,1,returnOnAssets,EJECTED,
general,BHC,1,netDebtToEBITDA,EJECTED,
general,BICO.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BIM.ST,1,returnOnAssets,EJECTED,
general,BINV.ST,1,returnOnAssets,EJECTED,
general,BIPC,1,uCurrentRatio,EJECTED,
general,BKH,1,netDebtToEBITDA,EJECTED,
general,BLC.PA,1,netDebtToEBITDA,EJECTED,
general,BLCO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,BLDP,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BLNK,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BLZE,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,BMAX.ST,1,uCurrentRatio,EJECTED,
general,BMW.DE,1,netDebtToEBITDA,EJECTED,
general,BN.PA,1,uCurrentRatio,EJECTED,
general,BNE.TO,1,uCurrentRatio,EJECTED,
general,BNJ.AS,1,uCurrentRatio,EJECTED,
general,BNN.DE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BNTX,1,uInterestCoverage,EJECTED,
general,BOAT.ST,1,returnOnAssets,EJECTED,
general,BOKUS.ST,1,uCurrentRatio,EJECTED,
general,BORR,1,netDebtToEBITDA,EJECTED,
general,BPOST.BR,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BRAG,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BRAV.ST,1,uCurrentRatio,EJECTED,
general,BRFH,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BST.DE,1,CFOlessEarnings,EJECTED,
general,BT-A.L,1,uCurrentRatio,EJECTED,
general,BTI,1,uCurrentRatio,EJECTED,
general,BUD,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BUR.PA,1,uCurrentRatio,EJECTED,
general,BVB.DE,1,uCurrentRatio,EJECTED,
general,BWEN,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,BWO.OL,1,netDebtToEBITDA,EJECTED,
general,BYD,1,uCurrentRatio,EJECTED,
general,BYD.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BYGGP.ST,1,uCurrentRatio,EJECTED,
general,BYL.TO,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,BYND,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,BYW.DE,1,returnOnAssets,EJECTED,
general,CA.PA,1,uCurrentRatio,EJECTED,
general,CABO,1,netDebtToEBITDA,EJECTED,
general,CAE,1,uCurrentRatio,EJECTED,
general,CAKE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CAMT,1,CFOlessEarnings,EJECTED,
general,CANDLE-B.ST,1,uInterestCoverage,EJECTED,
general,CANTA.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CAR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CAS.TO,1,netDebtToEBITDA,EJECTED,
general,CCA.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CCEC,1,netDebtToEBITDA,EJECTED,
general,CCL,1,uCurrentRatio,EJECTED,
general,CCZ,1,uCurrentRatio,EJECTED,
general,CDA.PA,1,uCurrentRatio,EJECTED,
general,CDLX,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,CDON.ST,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,CDR.TO,1,returnOnAssets,EJECTED,
general,CDXS,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,CEC.DE,1,uCurrentRatio,EJECTED,
general,CECV.DE,1,uCurrentRatio,EJECTED,
general,CEVA,1,returnOnAssets,EJECTED,
general,CGC,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CGO.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CGX.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CHG.DE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CHTR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CI,1,uCurrentRatio,EJECTED,
general,CJ.TO,1,uCurrentRatio,EJECTED,
general,CJT.TO,1,uCurrentRatio,EJECTED,
general,CKI.TO,1,uCurrentRatio,EJECTED,
general,CLAR,1,returnOnAssets,EJECTED,
general,CLARI.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CLBIO.ST,1,returnOnAssets,EJECTED,
general,CLLS,1,uInterestCoverage,EJECTED,
general,CLOUD.OL,1,netDebtToEBITDA,EJECTED,
general,CMCOM.AS,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,CNI,1,uCurrentRatio,EJECTED,
general,CNMD,1,netDebtToEBITDA,EJECTED,
general,CNNE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CNQ,1,uCurrentRatio,EJECTED,
general,CNSP,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CNXC,1,netDebtToEBITDA,EJECTED,
general,CO.PA,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,COCH,1,returnOnAssets,EJECTED,
general,COLR.BR,1,uCurrentRatio,EJECTED,
general,COOK,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,COOR.ST,1,uCurrentRatio,EJECTED,
general,CP,1,uCurrentRatio,EJECTED,
general,CPB,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CPIX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CPS,1,netDebtToEBITDA,EJECTED,
general,CRC,1,uCurrentRatio,EJECTED,
general,CRDL,1,returnOnAssets,EJECTED,
general,CRMT,1,netDebtToEBITDA,EJECTED,
general,CRSP,1,returnOnAssets,EJECTED,
general,CSBR,1,uCurrentRatio,EJECTED,
general,CSCO,1,uCurrentRatio,EJECTED,
general,CSPI,1,uInterestCoverage,EJECTED,
general,CSU.TO,1,uCurrentRatio,EJECTED,
general,CTC.TO,1,netDebtToEBITDA,EJECTED,
general,CTEV,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,CTT.LS,1,uCurrentRatio,EJECTED,
general,CU.TO,1,netDebtToEBITDA,EJECTED,
general,CUP-U.TO,1,netDebtToEBITDA,EJECTED,
general,CURA.TO,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,CVO.TO,1,returnOnAssets,EJECTED,
general,CVS.DE,1,uCurrentRatio,EJECTED,
general,CVVY.TO,1,uCurrentRatio,EJECTED,
general,CVX.PA,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,CWEB.TO,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,CWH,1,netDebtToEBITDA,EJECTED,
general,CWR.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CWT,1,uCurrentRatio,EJECTED,
general,CY1K.DE,1,returnOnAssets,EJECTED,
general,CYR.DE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,D,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,DBM.TO,1,netDebtToEBITDA,EJECTED,
general,DBV.PA,1,returnOnAssets,EJECTED,
general,DCM.TO,1,netDebtToEBITDA,EJECTED,
general,DDD,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,DDRIL.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,DEEZR.PA,1,uCurrentRatio,EJECTED,
general,DELL,1,uCurrentRatio,EJECTED,
general,DEME.BR,1,uCurrentRatio,EJECTED,
general,DERM,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,DEX.DE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,DG.PA,1,uCurrentRatio,EJECTED,
general,DHER.DE,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,DIE.DE,1,uCurrentRatio,EJECTED,
